timestamp,position lat,position long,heart rate,distance,temperature,vertical speed,enhanced speed,enhanced altitude
2024-08-06T14:16:04.000Z,45.208349,5.660692,103,336.00,33,-0.040,7.040,213.6
2024-08-06T14:16:05.000Z,45.208397,5.660748,105,344.00,33,-0.040,7.040,213.6
2024-08-06T14:16:06.000Z,45.208454,5.660793,105,350.00,33,-0.040,7.100,213.6
2024-08-06T14:16:07.000Z,45.208515,5.660822,106,358.00,33,-0.020,7.040,213.6
2024-08-06T14:16:08.000Z,45.208579,5.660845,107,365.00,33,-0.020,7.040,213.6
2024-08-06T14:16:09.000Z,45.208640,5.660867,107,372.00,33,-0.020,7.040,213.6
2024-08-06T14:16:10.000Z,45.208707,5.660884,107,379.00,33,-0.020,7.040,213.6
2024-08-06T14:16:11.000Z,45.208771,5.660895,108,387.00,33,-0.020,7.100,213.6
2024-08-06T14:16:12.000Z,45.208835,5.660905,108,394.00,33,-0.020,7.100,213.6
2024-08-06T14:16:13.000Z,45.208906,5.660914,108,401.00,33,-0.020,7.100,213.6
2024-08-06T14:16:14.000Z,45.208970,5.660925,108,409.00,33,0.000,7.160,213.6
2024-08-06T14:16:15.000Z,45.209034,5.660932,108,416.00,33,0.000,7.160,213.4
2024-08-06T14:16:16.000Z,45.209098,5.660942,109,423.00,33,0.000,7.200,213.2
2024-08-06T14:16:17.000Z,45.209158,5.660952,110,430.00,33,0.000,7.200,213.2
2024-08-06T14:16:18.000Z,45.209226,5.660960,111,437.00,33,0.000,7.200,212.8
2024-08-06T14:16:19.000Z,45.209290,5.660975,112,445.00,33,0.000,7.260,212.6
2024-08-06T14:16:20.000Z,45.209350,5.660988,113,452.00,33,0.000,7.260,212.6
2024-08-06T14:16:21.000Z,45.209414,5.661002,114,459.00,33,0.000,7.260,212.8
2024-08-06T14:16:22.000Z,45.209482,5.661012,114,466.00,33,0.000,7.200,213.0
2024-08-06T14:16:23.000Z,45.209542,5.661025,114,474.00,33,0.000,7.200,213.0
2024-08-06T14:16:24.000Z,45.209606,5.661038,114,480.00,33,-0.020,7.160,212.4
2024-08-06T14:16:25.000Z,45.209667,5.661045,114,488.00,33,-0.020,7.100,212.4
2024-08-06T14:16:26.000Z,45.209731,5.661048,113,494.00,33,-0.020,7.100,212.4
2024-08-06T14:16:27.000Z,45.209798,5.661050,112,502.00,33,-0.020,7.040,212.4
2024-08-06T14:16:28.000Z,45.209862,5.661052,112,509.00,33,-0.020,7.040,212.4
2024-08-06T14:16:29.000Z,45.209926,5.661052,112,516.00,33,-0.020,7.040,212.4
2024-08-06T14:16:30.000Z,45.209987,5.661048,112,523.00,33,-0.020,7.040,212.4
2024-08-06T14:16:31.000Z,45.210051,5.661038,112,530.00,33,-0.020,7.040,212.4
2024-08-06T14:16:32.000Z,45.210118,5.661026,113,537.00,33,-0.040,7.040,212.0
2024-08-06T14:16:33.000Z,45.210182,5.661010,114,545.00,33,-0.040,7.040,212.0
2024-08-06T14:16:34.000Z,45.210246,5.660990,114,552.00,33,-0.040,7.100,212.4
2024-08-06T14:16:35.000Z,45.210310,5.660965,115,559.00,33,-0.040,7.100,212.4
2024-08-06T14:16:36.000Z,45.210374,5.660937,115,567.00,33,-0.040,7.100,212.4
2024-08-06T14:16:37.000Z,45.210435,5.660908,114,574.00,33,-0.040,7.160,212.4
2024-08-06T14:16:38.000Z,45.210496,5.660878,114,581.00,33,-0.040,7.200,211.8
2024-08-06T14:16:39.000Z,45.210560,5.660847,114,588.00,33,-0.040,7.200,211.4
2024-08-06T14:16:40.000Z,45.210621,5.660817,113,596.00,33,-0.040,7.260,211.4
2024-08-06T14:16:41.000Z,45.210682,5.660787,113,603.00,33,-0.040,7.260,211.4
2024-08-06T14:16:42.000Z,45.210742,5.660752,113,610.00,33,-0.040,7.260,211.4
2024-08-06T14:16:43.000Z,45.210800,5.660718,113,617.00,33,-0.040,7.260,211.4
2024-08-06T14:16:44.000Z,45.210861,5.660683,112,624.00,33,-0.040,7.200,211.2
2024-08-06T14:16:45.000Z,45.210922,5.660657,111,632.00,33,-0.040,7.200,211.2
2024-08-06T14:16:46.000Z,45.210986,5.660662,110,639.00,33,-0.040,7.200,211.4
2024-08-06T14:16:47.000Z,45.211043,5.660688,110,646.00,33,-0.040,7.200,211.4
2024-08-06T14:16:48.000Z,45.211098,5.660740,110,653.00,33,-0.040,7.200,211.6
2024-08-06T14:16:49.000Z,45.211130,5.660817,109,660.00,33,-0.040,7.160,211.6
2024-08-06T14:16:50.000Z,45.211152,5.660900,108,667.00,33,-0.040,7.160,211.6
2024-08-06T14:16:51.000Z,45.211174,5.660982,108,674.00,33,-0.060,7.100,211.4
2024-08-06T14:16:52.000Z,45.211200,5.661062,108,681.00,33,-0.060,7.100,211.4
2024-08-06T14:16:53.000Z,45.211219,5.661143,107,688.00,33,-0.060,7.040,211.4
2024-08-06T14:16:54.000Z,45.211235,5.661232,107,694.00,33,-0.040,7.040,210.6
2024-08-06T14:16:55.000Z,45.211254,5.661317,107,702.00,33,-0.040,7.000,209.6
2024-08-06T14:16:56.000Z,45.211277,5.661398,107,709.00,33,-0.040,6.940,209.6
2024-08-06T14:16:57.000Z,45.211299,5.661477,107,715.00,33,-0.040,6.900,209.8
2024-08-06T14:16:58.000Z,45.211328,5.661550,106,722.00,33,-0.040,6.900,210.0
2024-08-06T14:16:59.000Z,45.211341,5.661620,105,729.00,33,-0.040,6.900,210.0
2024-08-06T14:17:00.000Z,45.211354,5.661680,104,734.00,33,-0.040,6.280,209.4
2024-08-06T14:17:01.000Z,45.211357,5.661723,104,739.00,33,-0.040,5.720,209.4
2024-08-06T14:17:02.000Z,45.211360,5.661752,103,743.00,33,-0.060,5.720,209.0
2024-08-06T14:17:03.000Z,,,105,745.00,33,-0.060,3.500,209.0
2024-08-06T14:17:04.000Z,45.211373,5.661798,106,745.00,33,-0.060,3.500,208.8
2024-08-06T14:17:05.000Z,45.211392,5.661818,107,749.00,33,-0.080,2.220,208.8
2024-08-06T14:17:06.000Z,45.211418,5.661850,109,751.00,33,-0.080,2.220,209.0
2024-08-06T14:17:07.000Z,45.211437,5.661893,110,755.00,33,-0.100,3.760,209.4
2024-08-06T14:17:08.000Z,45.211456,5.661947,110,759.00,33,-0.100,3.760,209.4
2024-08-06T14:17:09.000Z,45.211475,5.662005,111,764.00,33,-0.100,4.740,209.2
2024-08-06T14:17:10.000Z,45.211507,5.662066,111,769.00,33,-0.100,4.740,209.2
2024-08-06T14:17:11.000Z,45.211536,5.662132,112,775.00,33,-0.080,5.240,209.8
2024-08-06T14:17:12.000Z,45.211568,5.662200,113,781.00,33,-0.080,5.820,209.8
2024-08-06T14:17:13.000Z,45.211606,5.662262,113,787.00,33,-0.080,6.180,209.8
2024-08-06T14:17:14.000Z,45.211638,5.662327,114,794.00,33,-0.080,6.320,210.2
2024-08-06T14:17:15.000Z,45.211670,5.662390,115,800.00,33,-0.060,6.440,210.2
2024-08-06T14:17:16.000Z,45.211706,5.662455,115,806.00,33,-0.060,6.320,210.0
2024-08-06T14:17:17.000Z,45.211738,5.662516,115,813.00,33,-0.060,5.920,209.8
2024-08-06T14:17:18.000Z,45.211773,5.662573,114,819.00,33,-0.060,6.080,209.8
2024-08-06T14:17:19.000Z,45.211805,5.662630,114,824.00,33,-0.060,6.120,210.2
2024-08-06T14:17:20.000Z,45.211834,5.662685,114,830.00,33,-0.060,6.120,210.2
2024-08-06T14:17:21.000Z,45.211866,5.662738,115,836.00,33,-0.060,6.120,210.4
2024-08-06T14:17:22.000Z,45.211894,5.662792,116,841.00,33,-0.060,6.120,210.8
2024-08-06T14:17:23.000Z,45.211917,5.662850,117,846.00,33,-0.040,5.300,211.0
2024-08-06T14:17:24.000Z,45.211939,5.662907,117,852.00,33,-0.040,5.300,211.2
2024-08-06T14:17:25.000Z,45.211971,5.662960,119,857.00,33,-0.040,5.240,211.2
2024-08-06T14:17:26.000Z,45.212006,5.663014,120,862.00,33,-0.020,5.240,211.2
2024-08-06T14:17:27.000Z,45.212035,5.663074,121,868.00,33,0.000,5.460,211.2
2024-08-06T14:17:28.000Z,45.212074,5.663142,122,874.00,33,0.000,5.460,211.2
2024-08-06T14:17:29.000Z,45.212109,5.663212,123,880.00,33,0.000,5.960,211.0
2024-08-06T14:17:30.000Z,45.212147,5.663283,124,887.00,33,0.020,6.440,211.0
2024-08-06T14:17:31.000Z,45.212186,5.663355,124,894.00,33,0.040,6.940,211.0
2024-08-06T14:17:32.000Z,45.212227,5.663426,123,901.00,33,0.040,7.040,210.8
2024-08-06T14:17:33.000Z,45.212266,5.663498,123,908.00,33,0.040,7.040,210.6
2024-08-06T14:17:34.000Z,45.212304,5.663570,122,916.00,33,0.040,7.100,210.6
2024-08-06T14:17:35.000Z,45.212346,5.663642,122,923.00,33,0.040,6.680,210.6
2024-08-06T14:17:36.000Z,45.212384,5.663715,122,930.00,33,0.040,6.900,210.6
2024-08-06T14:17:37.000Z,45.212426,5.663788,121,937.00,33,0.040,7.040,210.8
2024-08-06T14:17:38.000Z,45.212464,5.663863,121,944.00,33,0.040,7.100,211.0
2024-08-06T14:17:39.000Z,45.212506,5.663938,121,952.00,33,0.040,7.160,211.0
2024-08-06T14:17:40.000Z,45.212544,5.664013,120,959.00,33,0.040,7.200,210.6
2024-08-06T14:17:41.000Z,45.212582,5.664088,120,966.00,33,0.040,7.200,210.6
2024-08-06T14:17:42.000Z,45.212621,5.664166,120,974.00,33,0.040,7.200,210.6
2024-08-06T14:17:43.000Z,45.212659,5.664243,120,981.00,33,0.040,7.260,210.4
2024-08-06T14:17:44.000Z,45.212698,5.664323,120,989.00,33,0.040,7.260,210.4
2024-08-06T14:17:45.000Z,45.212726,5.664407,121,996.00,33,0.020,7.260,210.8
2024-08-06T14:17:46.000Z,45.212758,5.664488,121,1003.00,33,0.020,7.300,210.8
2024-08-06T14:17:47.000Z,45.212790,5.664570,122,1011.00,33,0.020,7.300,210.8
2024-08-06T14:17:48.000Z,45.212829,5.664652,123,1018.00,33,0.020,7.300,211.0
2024-08-06T14:17:49.000Z,45.212861,5.664734,124,1026.00,33,0.020,7.360,211.0
2024-08-06T14:17:50.000Z,45.212899,5.664814,124,1033.00,33,0.000,7.360,210.6
2024-08-06T14:17:51.000Z,45.212931,5.664895,125,1041.00,33,0.000,7.400,210.6
2024-08-06T14:17:52.000Z,45.212963,5.664978,125,1048.00,33,0.000,7.400,210.6
2024-08-06T14:17:53.000Z,45.213002,5.665060,125,1055.00,33,0.000,7.400,210.6
2024-08-06T14:17:54.000Z,45.213030,5.665145,125,1063.00,33,0.000,7.400,210.6
2024-08-06T14:17:55.000Z,45.213069,5.665228,125,1071.00,33,0.000,7.400,210.6
2024-08-06T14:17:56.000Z,45.213104,5.665312,125,1078.00,33,0.000,7.460,210.6
2024-08-06T14:17:57.000Z,45.213139,5.665393,125,1086.00,33,0.000,7.460,210.6
2024-08-06T14:17:58.000Z,45.213174,5.665475,125,1093.00,33,0.000,7.520,210.6
2024-08-06T14:17:59.000Z,45.213203,5.665558,125,1101.00,33,0.000,7.520,210.6
2024-08-06T14:18:00.000Z,45.213238,5.665638,125,1108.00,33,0.000,7.520,210.2
2024-08-06T14:18:01.000Z,45.213274,5.665718,125,1116.00,33,0.000,7.520,210.2
2024-08-06T14:18:02.000Z,45.213306,5.665797,125,1123.00,33,0.000,7.520,210.4
2024-08-06T14:18:03.000Z,45.213341,5.665875,125,1130.00,33,0.000,7.460,210.6
2024-08-06T14:18:04.000Z,45.213373,5.665953,124,1137.00,33,0.000,7.400,210.4
2024-08-06T14:18:05.000Z,45.213405,5.666033,124,1144.00,33,0.000,7.360,210.4
2024-08-06T14:18:06.000Z,45.213440,5.666113,124,1152.00,33,0.000,7.360,210.2
2024-08-06T14:18:07.000Z,45.213472,5.666194,124,1159.00,33,0.000,7.300,210.2
2024-08-06T14:18:08.000Z,45.213504,5.666268,124,1166.00,33,0.000,7.260,210.2
2024-08-06T14:18:09.000Z,45.213539,5.666345,123,1173.00,33,0.000,7.260,210.2
2024-08-06T14:18:10.000Z,45.213574,5.666418,122,1180.00,33,0.000,7.200,210.2
2024-08-06T14:18:11.000Z,45.213603,5.666487,122,1187.00,33,0.000,7.160,210.2
2024-08-06T14:18:12.000Z,45.213622,5.666547,121,1194.00,33,0.000,6.840,210.0
2024-08-06T14:18:13.000Z,45.213616,5.666598,120,1199.00,33,0.000,6.220,209.8
2024-08-06T14:18:14.000Z,45.213594,5.666636,120,1203.00,33,0.000,6.220,209.8
2024-08-06T14:18:15.000Z,45.213558,5.666665,120,1207.00,33,-0.020,4.160,209.6
2024-08-06T14:18:16.000Z,45.213517,5.666692,120,1211.00,33,-0.020,4.160,209.6
2024-08-06T14:18:17.000Z,45.213475,5.666725,120,1216.00,33,-0.020,5.100,209.6
2024-08-06T14:18:18.000Z,45.213440,5.666773,120,1222.00,33,-0.020,5.100,209.6
2024-08-06T14:18:19.000Z,45.213418,5.666840,120,1227.00,33,-0.020,5.460,209.8
2024-08-06T14:18:20.000Z,45.213405,5.666917,120,1233.00,33,-0.040,5.460,209.8
2024-08-06T14:18:21.000Z,45.213389,5.666998,120,1239.00,33,-0.040,6.320,210.0
2024-08-06T14:18:22.000Z,45.213379,5.667085,120,1246.00,33,-0.040,6.320,210.0
2024-08-06T14:18:23.000Z,45.213366,5.667175,120,1253.00,33,-0.020,6.680,210.0
2024-08-06T14:18:24.000Z,45.213360,5.667270,120,1260.00,33,-0.020,6.940,209.4
2024-08-06T14:18:25.000Z,45.213347,5.667368,119,1267.00,33,-0.020,7.200,209.0
2024-08-06T14:18:26.000Z,45.213334,5.667465,117,1275.00,33,-0.020,7.520,209.0
2024-08-06T14:18:27.000Z,45.213315,5.667562,116,1283.00,33,-0.020,7.620,209.0
2024-08-06T14:18:28.000Z,45.213283,5.667645,115,1291.00,33,-0.020,7.760,208.8
2024-08-06T14:18:29.000Z,45.213258,5.667715,113,1298.00,33,-0.020,7.760,208.6
2024-08-06T14:18:30.000Z,45.213248,5.667775,113,1304.00,33,-0.040,6.320,208.2
2024-08-06T14:18:31.000Z,45.213264,5.667818,114,1309.00,33,-0.040,6.320,207.2
2024-08-06T14:18:32.000Z,45.213290,5.667855,115,1313.00,33,-0.040,6.320,207.2
2024-08-06T14:18:33.000Z,45.213328,5.667892,115,1317.00,33,-0.040,4.220,207.4
2024-08-06T14:18:34.000Z,45.213366,5.667928,116,1322.00,33,-0.060,4.220,207.6
2024-08-06T14:18:35.000Z,45.213402,5.667974,116,1327.00,33,-0.060,5.200,208.0
2024-08-06T14:18:36.000Z,45.213421,5.668036,117,1332.00,33,-0.060,5.200,208.0
2024-08-06T14:18:37.000Z,45.213427,5.668103,119,1338.00,33,-0.060,5.460,208.0
2024-08-06T14:18:38.000Z,45.213440,5.668175,120,1343.00,33,-0.060,5.460,208.2
2024-08-06T14:18:39.000Z,45.213456,5.668250,120,1349.00,33,-0.060,5.240,208.4
2024-08-06T14:18:40.000Z,45.213466,5.668327,121,1355.00,33,-0.060,5.240,208.6
2024-08-06T14:18:41.000Z,45.213482,5.668405,122,1361.00,33,-0.060,6.080,208.6
2024-08-06T14:18:42.000Z,45.213494,5.668485,123,1368.00,33,-0.060,6.320,208.8
2024-08-06T14:18:43.000Z,45.213507,5.668568,124,1374.00,33,-0.060,6.380,209.0
2024-08-06T14:18:44.000Z,45.213523,5.668655,125,1381.00,33,-0.060,6.480,209.0
2024-08-06T14:18:45.000Z,45.213539,5.668738,126,1388.00,33,-0.060,6.740,209.0
2024-08-06T14:18:46.000Z,45.213552,5.668823,126,1394.00,33,-0.060,6.740,209.0
2024-08-06T14:18:47.000Z,45.213565,5.668910,125,1401.00,33,-0.060,6.380,209.0
2024-08-06T14:18:48.000Z,45.213584,5.668995,124,1408.00,33,-0.040,6.540,209.0
2024-08-06T14:18:49.000Z,45.213600,5.669080,123,1415.00,33,-0.040,6.640,209.2
2024-08-06T14:18:50.000Z,45.213613,5.669163,122,1422.00,33,-0.040,6.680,209.2
2024-08-06T14:18:51.000Z,45.213632,5.669247,122,1429.00,33,-0.040,6.740,209.0
2024-08-06T14:18:52.000Z,45.213642,5.669332,121,1436.00,33,-0.020,6.800,209.0
2024-08-06T14:18:53.000Z,45.213658,5.669418,121,1442.00,33,-0.020,6.800,209.0
2024-08-06T14:18:54.000Z,45.213674,5.669506,122,1449.00,33,-0.020,6.840,209.0
2024-08-06T14:18:55.000Z,45.213686,5.669597,121,1457.00,33,0.000,6.840,209.0
2024-08-06T14:18:56.000Z,45.213702,5.669685,121,1464.00,33,0.000,6.900,209.0
2024-08-06T14:18:57.000Z,45.213718,5.669775,122,1471.00,33,0.000,6.940,209.0
2024-08-06T14:18:58.000Z,45.213731,5.669865,122,1478.00,33,0.000,6.940,208.8
2024-08-06T14:18:59.000Z,45.213744,5.669957,122,1485.00,33,0.000,7.000,208.8
2024-08-06T14:19:00.000Z,45.213760,5.670047,122,1493.00,33,0.000,7.100,208.2
2024-08-06T14:19:01.000Z,45.213773,5.670136,121,1500.00,33,0.000,7.200,208.2
2024-08-06T14:19:02.000Z,45.213786,5.670223,121,1507.00,33,0.000,7.260,208.4
2024-08-06T14:19:03.000Z,45.213798,5.670310,121,1514.00,33,0.000,7.260,208.6
2024-08-06T14:19:04.000Z,45.213814,5.670398,121,1521.00,33,0.000,7.260,208.6
2024-08-06T14:19:05.000Z,45.213830,5.670484,121,1528.00,33,0.000,7.260,208.6
2024-08-06T14:19:06.000Z,45.213840,5.670572,121,1535.00,33,0.000,7.200,208.6
2024-08-06T14:19:07.000Z,45.213856,5.670660,121,1542.00,33,0.000,7.200,208.6
2024-08-06T14:19:08.000Z,45.213872,5.670745,122,1549.00,33,0.000,7.100,208.6
2024-08-06T14:19:09.000Z,45.213885,5.670834,122,1556.00,33,0.000,7.100,208.8
2024-08-06T14:19:10.000Z,45.213894,5.670920,122,1563.00,33,0.000,7.040,208.8
2024-08-06T14:19:11.000Z,45.213901,5.671005,122,1570.00,33,0.000,7.000,208.8
2024-08-06T14:19:12.000Z,45.213917,5.671088,123,1577.00,33,0.000,7.000,208.8
2024-08-06T14:19:13.000Z,45.213933,5.671172,123,1584.00,33,0.000,6.940,208.8
2024-08-06T14:19:14.000Z,45.213942,5.671255,124,1590.00,33,0.000,6.940,208.8
2024-08-06T14:19:15.000Z,45.213958,5.671342,124,1597.00,33,0.000,6.900,209.0
2024-08-06T14:19:16.000Z,45.213974,5.671427,124,1604.00,33,0.000,6.840,209.0
2024-08-06T14:19:17.000Z,45.213984,5.671512,124,1611.00,33,0.000,6.800,208.4
2024-08-06T14:19:18.000Z,45.214000,5.671595,124,1618.00,33,0.000,6.800,208.4
2024-08-06T14:19:19.000Z,45.214016,5.671678,124,1624.00,33,0.000,6.800,208.4
2024-08-06T14:19:20.000Z,45.214022,5.671764,124,1631.00,33,0.000,6.800,208.4
2024-08-06T14:19:21.000Z,45.214035,5.671850,124,1638.00,33,0.000,6.800,208.4
2024-08-06T14:19:22.000Z,45.214048,5.671938,124,1645.00,33,0.000,6.800,208.0
2024-08-06T14:19:23.000Z,45.214058,5.672027,125,1652.00,33,0.000,6.800,208.0
2024-08-06T14:19:24.000Z,45.214070,5.672117,125,1659.00,33,0.000,6.800,208.2
2024-08-06T14:19:25.000Z,45.214083,5.672204,125,1666.00,33,0.000,6.840,208.2
2024-08-06T14:19:26.000Z,45.214109,5.672283,125,1673.00,33,0.000,6.840,208.0
2024-08-06T14:19:27.000Z,45.214154,5.672338,125,1680.00,33,0.000,6.900,208.0
2024-08-06T14:19:28.000Z,45.214218,5.672363,125,1686.00,33,0.000,6.900,208.8
2024-08-06T14:19:29.000Z,45.214282,5.672370,124,1694.00,33,0.000,6.900,209.0
2024-08-06T14:19:30.000Z,45.214346,5.672378,124,1701.00,33,0.000,6.900,209.0
2024-08-06T14:19:31.000Z,45.214406,5.672390,125,1708.00,33,0.000,6.940,209.0
2024-08-06T14:19:32.000Z,45.214470,5.672398,125,1715.00,33,0.000,7.000,209.0
2024-08-06T14:19:33.000Z,45.214531,5.672403,125,1722.00,33,0.000,7.000,209.0
2024-08-06T14:19:34.000Z,45.214592,5.672405,126,1729.00,33,0.000,7.000,209.4
2024-08-06T14:19:35.000Z,45.214656,5.672400,126,1736.00,33,0.000,6.940,209.4
2024-08-06T14:19:36.000Z,45.214714,5.672383,127,1743.00,33,0.000,6.900,209.6
2024-08-06T14:19:37.000Z,45.214774,5.672362,127,1749.00,33,0.000,6.840,209.6
2024-08-06T14:19:38.000Z,45.214832,5.672336,128,1756.00,33,0.000,6.840,209.6
2024-08-06T14:19:39.000Z,45.214890,5.672310,128,1763.00,33,0.000,6.840,209.6
2024-08-06T14:19:40.000Z,45.214947,5.672282,128,1770.00,33,0.000,6.840,209.8
2024-08-06T14:19:41.000Z,45.215005,5.672253,128,1776.00,33,0.000,6.800,209.8
2024-08-06T14:19:42.000Z,45.215066,5.672227,128,1783.00,33,0.000,6.800,209.8
2024-08-06T14:19:43.000Z,45.215120,5.672198,129,1790.00,33,0.020,6.800,209.8
2024-08-06T14:19:44.000Z,45.215181,5.672170,129,1797.00,33,0.020,6.740,209.8
2024-08-06T14:19:45.000Z,45.215235,5.672144,129,1804.00,33,0.020,6.740,209.6
2024-08-06T14:19:46.000Z,45.215299,5.672115,130,1810.00,33,0.020,6.800,209.6
2024-08-06T14:19:47.000Z,45.215360,5.672087,131,1818.00,33,0.020,6.800,209.4
2024-08-06T14:19:48.000Z,45.215421,5.672058,130,1825.00,33,0.020,6.800,209.2
2024-08-06T14:19:49.000Z,45.215485,5.672038,131,1832.00,33,0.020,6.840,209.2
2024-08-06T14:19:50.000Z,45.215546,5.672040,131,1839.00,33,0.020,6.840,209.6
2024-08-06T14:19:51.000Z,45.215606,5.672063,131,1846.00,33,0.020,6.900,209.6
2024-08-06T14:19:52.000Z,45.215661,5.672107,131,1853.00,33,0.020,6.900,209.2
