timestamp,position lat,position long,heart rate,cadence,distance,power,temperature,vertical speed,enhanced speed,enhanced altitude
2024-08-11T04:26:31.000Z,,,79,,0.00,,,,,
2024-08-11T04:26:32.000Z,45.207139,5.658640,80,,,,,,,
2024-08-11T04:26:33.000Z,45.207162,5.658635,82,,,,,,,
2024-08-11T04:26:34.000Z,45.207203,5.658630,82,,,,,,,
2024-08-11T04:26:35.000Z,45.207261,5.658623,84,,,,,,,
2024-08-11T04:26:36.000Z,45.207290,5.658600,86,,,,,,,
2024-08-11T04:26:37.000Z,45.207312,5.658566,89,,,,,,,
2024-08-11T04:26:38.000Z,45.207338,5.658540,91,,,,,,,
2024-08-11T04:26:39.000Z,45.207363,5.658515,94,,,,,,,
2024-08-11T04:26:40.000Z,45.207386,5.658490,96,79,34.00,,29,0.000,,203.0
2024-08-11T04:26:41.000Z,45.207405,5.658464,98,79,38.00,152,29,0.000,2.580,203.0
2024-08-11T04:26:42.000Z,45.207427,5.658440,100,79,40.00,174,29,0.000,2.580,203.2
2024-08-11T04:26:43.000Z,45.207456,5.658420,103,79,44.00,181,29,0.000,2.640,203.2
2024-08-11T04:26:44.000Z,45.207475,5.658408,103,79,47.00,194,29,0.000,2.640,203.2
2024-08-11T04:26:45.000Z,45.207498,5.658390,105,79,49.00,198,29,0.000,2.740,203.2
2024-08-11T04:26:46.000Z,,,106,79,52.00,205,29,0.000,2.740,203.2
2024-08-11T04:26:47.000Z,45.207520,5.658382,108,79,52.00,205,29,0.000,2.340,203.4
2024-08-11T04:26:48.000Z,45.207539,5.658375,109,79,55.00,178,29,0.000,2.340,203.4
2024-08-11T04:26:49.000Z,45.207562,5.658357,110,79,57.00,174,29,0.000,2.200,203.4
2024-08-11T04:26:50.000Z,45.207584,5.658337,110,79,60.00,163,29,0.000,2.200,203.2
2024-08-11T04:26:51.000Z,45.207610,5.658360,111,79,63.00,159,29,0.000,2.360,203.2
2024-08-11T04:26:52.000Z,45.207642,5.658360,112,79,66.00,166,29,0.000,2.360,203.4
2024-08-11T04:26:53.000Z,45.207661,5.658360,112,79,70.00,170,29,0.000,2.420,203.4
2024-08-11T04:26:54.000Z,45.207683,5.658350,113,79,72.00,175,29,0.000,2.420,203.4
2024-08-11T04:26:55.000Z,45.207702,5.658342,113,79,75.00,175,29,0.000,2.380,203.4
2024-08-11T04:26:56.000Z,45.207722,5.658317,114,79,77.00,172,29,0.000,2.380,203.4
2024-08-11T04:26:57.000Z,45.207744,5.658296,114,79,80.00,168,29,0.000,2.340,203.4
2024-08-11T04:26:58.000Z,45.207773,5.658260,114,79,83.00,165,29,0.000,2.340,203.4
2024-08-11T04:26:59.000Z,45.207789,5.658218,114,79,87.00,165,29,0.000,2.620,203.4
2024-08-11T04:27:00.000Z,45.207821,5.658183,115,79,91.00,188,29,0.000,2.620,203.2
2024-08-11T04:27:01.000Z,45.207846,5.658152,115,79,95.00,184,29,0.000,2.960,203.0
2024-08-11T04:27:02.000Z,45.207878,5.658135,116,79,99.00,202,29,0.000,2.960,203.0
2024-08-11T04:27:03.000Z,45.207904,5.658125,115,79,103.00,202,29,0.000,3.140,203.0
2024-08-11T04:27:04.000Z,45.207936,5.658114,116,79,106.00,214,29,0.000,3.140,202.8
2024-08-11T04:27:05.000Z,45.207965,5.658107,116,79,109.00,210,29,0.000,3.180,202.8
2024-08-11T04:27:06.000Z,45.207997,5.658104,116,79,113.00,213,29,0.000,3.180,202.8
2024-08-11T04:27:07.000Z,45.208022,5.658100,116,79,116.00,213,29,0.000,3.220,203.2
2024-08-11T04:27:08.000Z,45.208051,5.658100,117,79,119.00,223,29,0.000,3.220,203.2
2024-08-11T04:27:09.000Z,45.208077,5.658104,117,79,122.00,223,29,0.000,3.180,203.2
2024-08-11T04:27:10.000Z,45.208102,5.658105,117,79,125.00,224,29,0.000,3.180,203.2
2024-08-11T04:27:11.000Z,45.208134,5.658104,118,79,128.00,228,29,0.000,3.140,203.2
2024-08-11T04:27:12.000Z,45.208163,5.658105,119,79,131.00,225,29,0.000,3.140,203.4
2024-08-11T04:27:13.000Z,45.208192,5.658105,120,79,135.00,230,29,0.000,3.180,203.6
2024-08-11T04:27:14.000Z,45.208221,5.658107,119,79,138.00,240,29,0.000,3.180,203.6
2024-08-11T04:27:15.000Z,45.208253,5.658107,120,79,141.00,240,29,0.000,3.180,203.6
2024-08-11T04:27:16.000Z,45.208282,5.658108,120,79,145.00,240,29,0.000,3.180,203.6
2024-08-11T04:27:17.000Z,45.208317,5.658118,121,79,148.00,232,29,0.000,3.200,203.6
2024-08-11T04:27:18.000Z,45.208342,5.658128,121,79,152.00,234,29,0.000,3.200,203.6
2024-08-11T04:27:19.000Z,45.208371,5.658137,121,79,155.00,234,29,0.000,3.240,203.6
2024-08-11T04:27:20.000Z,45.208397,5.658145,122,79,158.00,236,29,0.000,3.240,203.6
2024-08-11T04:27:21.000Z,45.208422,5.658158,122,79,161.00,236,29,0.000,3.220,203.6
2024-08-11T04:27:22.000Z,45.208448,5.658163,122,79,164.00,230,29,0.000,3.220,203.6
2024-08-11T04:27:23.000Z,45.208474,5.658168,123,80,167.00,230,29,0.000,3.180,203.6
2024-08-11T04:27:24.000Z,45.208499,5.658178,123,80,170.00,228,29,0.000,3.180,203.6
2024-08-11T04:27:25.000Z,45.208522,5.658194,123,80,173.00,228,29,0.000,3.160,203.8
2024-08-11T04:27:26.000Z,45.208547,5.658203,124,80,175.00,230,29,0.000,3.160,204.0
2024-08-11T04:27:27.000Z,45.208573,5.658206,124,80,178.00,235,29,0.000,3.120,204.2
2024-08-11T04:27:28.000Z,45.208602,5.658203,124,80,181.00,237,29,0.000,3.120,204.2
2024-08-11T04:27:29.000Z,45.208627,5.658194,124,80,184.00,237,29,0.000,3.120,204.2
2024-08-11T04:27:30.000Z,45.208650,5.658172,125,80,187.00,236,29,0.000,3.120,204.4
2024-08-11T04:27:31.000Z,45.208669,5.658140,125,80,190.00,241,29,0.020,3.120,204.6
2024-08-11T04:27:32.000Z,45.208688,5.658114,125,80,194.00,241,29,0.020,3.120,204.8
2024-08-11T04:27:33.000Z,45.208701,5.658087,126,80,197.00,246,29,0.020,3.120,204.8
2024-08-11T04:27:34.000Z,45.208720,5.658065,126,79,199.00,246,29,0.040,3.120,205.0
2024-08-11T04:27:35.000Z,45.208736,5.658033,127,79,202.00,251,29,0.040,3.080,205.0
2024-08-11T04:27:36.000Z,45.208752,5.658002,127,79,205.00,244,29,0.040,3.080,205.0
2024-08-11T04:27:37.000Z,45.208771,5.657978,127,79,208.00,239,29,0.040,3.080,205.2
2024-08-11T04:27:38.000Z,45.208781,5.657942,127,79,211.00,244,29,0.060,3.080,205.4
2024-08-11T04:27:39.000Z,45.208806,5.657916,128,79,214.00,249,29,0.060,3.080,205.6
2024-08-11T04:27:40.000Z,45.208829,5.657896,128,79,217.00,248,28,0.060,3.080,205.8
2024-08-11T04:27:41.000Z,45.208848,5.657873,129,79,220.00,248,29,0.060,3.080,206.0
2024-08-11T04:27:42.000Z,45.208870,5.657846,129,79,223.00,249,28,0.060,3.080,206.0
2024-08-11T04:27:43.000Z,45.208890,5.657828,129,79,226.00,254,28,0.060,3.080,206.0
2024-08-11T04:27:44.000Z,45.208896,5.657795,130,79,229.00,243,28,0.060,3.080,206.4
2024-08-11T04:27:45.000Z,45.208912,5.657765,130,79,232.00,254,28,0.060,3.060,206.4
2024-08-11T04:27:46.000Z,45.208925,5.657735,130,79,235.00,252,28,0.080,3.060,206.4
2024-08-11T04:27:47.000Z,,,130,79,237.00,247,28,0.080,3.060,206.6
2024-08-11T04:27:48.000Z,45.208957,5.657695,131,79,237.00,247,28,0.080,3.060,207.0
2024-08-11T04:27:49.000Z,45.208976,5.657677,131,79,242.00,252,28,0.100,3.000,207.0
2024-08-11T04:27:50.000Z,45.208995,5.657653,131,79,242.00,243,28,0.100,3.000,207.2
2024-08-11T04:27:51.000Z,45.209011,5.657620,131,79,247.00,249,28,0.100,3.000,207.2
2024-08-11T04:27:52.000Z,45.209027,5.657595,132,79,251.00,243,28,0.120,3.000,207.2
2024-08-11T04:27:53.000Z,45.209046,5.657576,132,79,253.00,243,28,0.120,2.980,207.2
2024-08-11T04:27:54.000Z,45.209069,5.657566,132,79,256.00,232,28,0.120,2.980,207.4
2024-08-11T04:27:55.000Z,45.209094,5.657560,133,79,258.00,237,28,0.120,2.960,207.4
2024-08-11T04:27:56.000Z,45.209117,5.657546,132,79,261.00,235,28,0.120,2.960,207.4
2024-08-11T04:27:57.000Z,45.209146,5.657536,133,79,264.00,230,28,0.120,2.960,207.4
2024-08-11T04:27:58.000Z,45.209165,5.657526,132,79,267.00,221,28,0.120,2.960,207.2
2024-08-11T04:27:59.000Z,45.209187,5.657520,133,79,270.00,217,28,0.120,2.960,207.4
