timestamp,heart rate,temperature,enhanced altitude
2024-08-02T15:05:36.000Z,94,30,221.6
2024-08-02T15:05:37.000Z,94,30,221.6
2024-08-02T15:05:38.000Z,94,30,221.6
2024-08-02T15:05:39.000Z,94,30,221.6
2024-08-02T15:05:40.000Z,95,30,221.6
2024-08-02T15:05:41.000Z,95,30,221.6
2024-08-02T15:05:42.000Z,96,30,221.6
2024-08-02T15:05:43.000Z,96,30,221.6
2024-08-02T15:05:44.000Z,97,30,221.6
2024-08-02T15:05:45.000Z,98,30,221.6
2024-08-02T15:05:46.000Z,98,30,221.6
2024-08-02T15:05:47.000Z,99,30,221.6
2024-08-02T15:05:48.000Z,99,30,221.6
2024-08-02T15:05:49.000Z,100,30,221.6
2024-08-02T15:05:50.000Z,100,30,221.6
2024-08-02T15:05:51.000Z,100,30,221.6
2024-08-02T15:05:52.000Z,100,30,221.6
2024-08-02T15:05:53.000Z,100,30,221.6
2024-08-02T15:05:54.000Z,100,30,221.6
2024-08-02T15:05:55.000Z,99,30,221.6
2024-08-02T15:05:56.000Z,99,30,221.6
2024-08-02T15:05:57.000Z,100,30,221.6
2024-08-02T15:05:58.000Z,100,30,221.6
2024-08-02T15:05:59.000Z,101,30,221.6
2024-08-02T15:06:00.000Z,101,30,221.6
2024-08-02T15:06:01.000Z,101,30,221.6
2024-08-02T15:06:02.000Z,101,30,221.6
2024-08-02T15:06:03.000Z,101,30,221.6
2024-08-02T15:06:04.000Z,101,30,221.6
2024-08-02T15:06:05.000Z,101,30,221.6
2024-08-02T15:06:06.000Z,101,30,221.6
2024-08-02T15:06:07.000Z,101,30,221.6
2024-08-02T15:06:08.000Z,101,30,221.6
2024-08-02T15:06:09.000Z,100,30,221.6
2024-08-02T15:06:10.000Z,99,30,221.6
2024-08-02T15:06:11.000Z,99,30,221.6
2024-08-02T15:06:12.000Z,98,30,221.6
2024-08-02T15:06:13.000Z,98,30,221.6
2024-08-02T15:06:14.000Z,97,30,221.6
2024-08-02T15:06:15.000Z,96,30,221.6
2024-08-02T15:06:16.000Z,95,30,221.6
2024-08-02T15:06:17.000Z,95,30,221.6
2024-08-02T15:06:18.000Z,95,30,221.6
2024-08-02T15:06:19.000Z,95,30,221.6
2024-08-02T15:06:20.000Z,96,30,221.6
2024-08-02T15:06:21.000Z,95,30,221.6
2024-08-02T15:06:22.000Z,94,30,221.6
2024-08-02T15:06:23.000Z,94,30,221.6
2024-08-02T15:06:24.000Z,93,30,221.6
2024-08-02T15:06:25.000Z,92,30,221.6
2024-08-02T15:06:26.000Z,92,30,221.6
2024-08-02T15:06:27.000Z,91,30,221.6
2024-08-02T15:06:28.000Z,91,30,221.6
2024-08-02T15:06:29.000Z,91,30,221.6
2024-08-02T15:06:30.000Z,90,30,221.6
2024-08-02T15:06:31.000Z,90,30,221.6
2024-08-02T15:06:32.000Z,90,30,221.6
2024-08-02T15:06:33.000Z,90,30,221.6
2024-08-02T15:06:34.000Z,89,30,221.6
2024-08-02T15:06:35.000Z,89,30,221.6
2024-08-02T15:06:36.000Z,90,30,221.6
2024-08-02T15:06:37.000Z,90,30,221.6
2024-08-02T15:06:38.000Z,91,30,221.6
2024-08-02T15:06:39.000Z,92,30,221.6
2024-08-02T15:06:40.000Z,91,30,221.6
2024-08-02T15:06:41.000Z,90,30,221.6
2024-08-02T15:06:42.000Z,90,30,221.6
2024-08-02T15:06:43.000Z,91,30,221.6
2024-08-02T15:06:44.000Z,92,30,221.6
2024-08-02T15:06:45.000Z,93,30,221.6
2024-08-02T15:06:46.000Z,94,30,221.6
2024-08-02T15:06:47.000Z,93,30,221.6
2024-08-02T15:06:48.000Z,95,30,221.6
2024-08-02T15:06:49.000Z,95,30,221.6
2024-08-02T15:06:50.000Z,95,30,221.6
2024-08-02T15:06:51.000Z,95,30,221.6
2024-08-02T15:06:52.000Z,96,30,221.6
2024-08-02T15:06:53.000Z,96,30,221.6
2024-08-02T15:06:54.000Z,96,30,221.6
2024-08-02T15:06:55.000Z,96,30,221.6
2024-08-02T15:06:56.000Z,96,30,221.6
2024-08-02T15:06:57.000Z,95,30,221.6
2024-08-02T15:06:58.000Z,96,30,221.6
2024-08-02T15:06:59.000Z,97,30,221.6
2024-08-02T15:07:00.000Z,97,30,221.6
2024-08-02T15:07:01.000Z,99,30,221.6
2024-08-02T15:07:02.000Z,100,30,221.6
2024-08-02T15:07:03.000Z,99,30,221.6
2024-08-02T15:07:04.000Z,101,30,221.6
2024-08-02T15:07:05.000Z,103,30,221.6
2024-08-02T15:07:06.000Z,104,30,221.6
2024-08-02T15:07:07.000Z,103,30,221.6
2024-08-02T15:07:08.000Z,103,30,221.6
2024-08-02T15:07:09.000Z,104,30,221.6
2024-08-02T15:07:10.000Z,104,30,221.6
2024-08-02T15:07:11.000Z,104,30,221.6
2024-08-02T15:07:12.000Z,105,30,221.6
2024-08-02T15:07:13.000Z,105,30,221.6
2024-08-02T15:07:14.000Z,105,30,221.6
2024-08-02T15:07:15.000Z,106,30,221.6
2024-08-02T15:07:16.000Z,108,30,221.6
2024-08-02T15:07:17.000Z,109,30,221.6
2024-08-02T15:07:18.000Z,110,30,221.6
2024-08-02T15:07:19.000Z,109,30,221.6
2024-08-02T15:07:20.000Z,113,30,221.6
2024-08-02T15:07:21.000Z,116,30,221.6
2024-08-02T15:07:22.000Z,119,30,221.6
2024-08-02T15:07:23.000Z,119,30,221.6
2024-08-02T15:07:24.000Z,118,30,221.6
2024-08-02T15:07:25.000Z,119,30,221.6
2024-08-02T15:07:26.000Z,119,30,221.6
2024-08-02T15:07:27.000Z,119,30,221.6
2024-08-02T15:07:28.000Z,119,30,221.6
2024-08-02T15:07:29.000Z,118,30,221.6
2024-08-02T15:07:30.000Z,119,30,221.6
2024-08-02T15:07:31.000Z,118,30,221.6
2024-08-02T15:07:32.000Z,118,30,221.6
2024-08-02T15:07:33.000Z,118,30,221.6
2024-08-02T15:07:34.000Z,118,30,221.6
