timestamp,heart rate,temperature,vertical speed,enhanced altitude
2024-08-12T15:04:07.000Z,,31,0.000,221.6
2024-08-12T15:04:08.000Z,85,31,0.000,221.6
2024-08-12T15:04:09.000Z,,31,0.000,221.6
2024-08-12T15:04:10.000Z,84,31,0.000,221.6
2024-08-12T15:04:11.000Z,,31,0.000,221.6
2024-08-12T15:04:12.000Z,84,31,0.000,221.6
2024-08-12T15:04:13.000Z,,31,0.000,221.6
2024-08-12T15:04:14.000Z,84,31,0.000,221.6
2024-08-12T15:04:15.000Z,,31,0.000,221.6
2024-08-12T15:04:16.000Z,84,31,0.000,221.6
2024-08-12T15:04:17.000Z,,31,0.000,221.6
2024-08-12T15:04:18.000Z,84,31,0.000,221.6
2024-08-12T15:04:19.000Z,,31,0.000,221.6
2024-08-12T15:04:20.000Z,83,31,0.000,221.6
2024-08-12T15:04:21.000Z,,31,0.000,221.6
2024-08-12T15:04:22.000Z,83,31,0.000,221.6
2024-08-12T15:04:23.000Z,,31,0.000,221.6
2024-08-12T15:04:24.000Z,84,31,0.000,221.6
2024-08-12T15:04:25.000Z,,31,0.000,221.6
2024-08-12T15:04:26.000Z,84,31,0.000,221.6
2024-08-12T15:04:27.000Z,,31,0.000,221.6
2024-08-12T15:04:28.000Z,84,31,0.000,221.6
2024-08-12T15:04:29.000Z,,31,0.000,221.6
2024-08-12T15:04:30.000Z,87,31,0.000,221.6
2024-08-12T15:04:31.000Z,,31,0.000,221.6
2024-08-12T15:04:32.000Z,88,31,0.000,221.6
2024-08-12T15:04:33.000Z,,31,0.000,221.6
2024-08-12T15:04:34.000Z,90,31,0.000,221.6
2024-08-12T15:04:35.000Z,,31,0.000,221.6
2024-08-12T15:04:36.000Z,92,31,0.000,221.6
2024-08-12T15:04:37.000Z,,31,0.000,221.6
2024-08-12T15:04:38.000Z,94,31,0.000,221.6
2024-08-12T15:04:39.000Z,,31,0.000,221.6
2024-08-12T15:04:40.000Z,94,31,0.000,221.6
2024-08-12T15:04:41.000Z,,31,0.000,221.6
2024-08-12T15:04:42.000Z,95,31,0.000,221.6
2024-08-12T15:04:43.000Z,,31,0.000,221.6
2024-08-12T15:04:44.000Z,95,31,0.000,221.6
2024-08-12T15:04:45.000Z,,31,0.000,221.6
2024-08-12T15:04:46.000Z,93,31,0.000,221.6
2024-08-12T15:04:47.000Z,,31,0.000,221.6
2024-08-12T15:04:48.000Z,94,31,0.000,221.6
2024-08-12T15:04:49.000Z,,31,0.000,221.6
2024-08-12T15:04:50.000Z,94,31,0.000,221.6
2024-08-12T15:04:51.000Z,,31,0.000,221.6
2024-08-12T15:04:52.000Z,93,31,0.000,221.6
2024-08-12T15:04:53.000Z,,31,0.000,221.6
2024-08-12T15:04:54.000Z,93,31,0.000,221.6
2024-08-12T15:04:55.000Z,,31,0.000,221.6
2024-08-12T15:04:56.000Z,93,31,0.000,221.6
2024-08-12T15:04:57.000Z,,31,0.000,221.6
2024-08-12T15:04:58.000Z,92,31,0.000,221.6
2024-08-12T15:04:59.000Z,,31,0.000,221.6
2024-08-12T15:05:00.000Z,91,31,0.000,221.6
2024-08-12T15:05:01.000Z,,31,0.000,221.6
2024-08-12T15:05:02.000Z,92,31,0.000,221.6
2024-08-12T15:05:03.000Z,,31,0.000,221.6
