timestamp,position lat,position long,heart rate,cadence,distance,temperature,vertical speed,enhanced speed,enhanced altitude
2024-08-03T02:26:16.000Z,,,,,0.00,,,,
2024-08-03T02:26:17.000Z,45.206787,5.659194,88,,,,,,
2024-08-03T02:26:18.000Z,45.206755,5.659225,89,,,,,,
2024-08-03T02:26:19.000Z,45.206730,5.659263,90,,,,,,
2024-08-03T02:26:20.000Z,45.206707,5.659303,90,,,,,,
2024-08-03T02:26:21.000Z,45.206682,5.659342,90,,,,,,
2024-08-03T02:26:22.000Z,45.206650,5.659375,90,,,,,,
2024-08-03T02:26:23.000Z,45.206614,5.659408,91,,,,,,
2024-08-03T02:26:24.000Z,45.206582,5.659437,91,,,,,,
2024-08-03T02:26:25.000Z,45.206544,5.659462,91,56,37.00,31,0.000,,216.4
2024-08-03T02:26:26.000Z,45.206502,5.659477,91,56,42.00,31,0.000,4.120,216.4
2024-08-03T02:26:27.000Z,45.206458,5.659484,92,58,46.00,31,0.000,4.120,216.4
2024-08-03T02:26:28.000Z,45.206413,5.659488,92,56,51.00,31,0.000,4.380,216.4
2024-08-03T02:26:29.000Z,45.206374,5.659497,92,56,56.00,31,0.000,4.380,216.4
2024-08-03T02:26:30.000Z,45.206339,5.659510,91,56,61.00,31,0.000,4.520,216.4
2024-08-03T02:26:31.000Z,45.206304,5.659532,91,26,65.00,31,0.000,4.520,216.4
2024-08-03T02:26:32.000Z,45.206269,5.659564,91,42,69.00,31,0.000,4.520,216.4
2024-08-03T02:26:33.000Z,45.206237,5.659600,91,57,74.00,31,0.000,4.520,216.6
2024-08-03T02:26:34.000Z,45.206208,5.659642,93,56,78.00,31,0.000,4.580,216.6
2024-08-03T02:26:35.000Z,45.206186,5.659686,94,55,83.00,31,0.000,4.580,216.4
2024-08-03T02:26:36.000Z,45.206154,5.659738,95,57,87.00,31,0.000,4.580,215.8
2024-08-03T02:26:37.000Z,45.206125,5.659785,97,56,93.00,31,0.000,4.580,215.4
2024-08-03T02:26:38.000Z,45.206096,5.659830,99,56,97.00,31,0.000,4.580,215.4
2024-08-03T02:26:39.000Z,45.206061,5.659877,100,60,102.00,31,0.000,4.580,215.4
2024-08-03T02:26:40.000Z,45.206029,5.659920,100,62,107.00,31,0.000,4.640,215.2
2024-08-03T02:26:41.000Z,45.205990,5.659965,100,60,112.00,31,0.000,4.640,215.2
2024-08-03T02:26:42.000Z,45.205952,5.660006,98,60,118.00,31,0.000,4.780,215.2
2024-08-03T02:26:43.000Z,45.205917,5.660050,97,58,123.00,31,0.000,4.780,215.2
2024-08-03T02:26:44.000Z,45.205875,5.660093,93,58,128.00,31,-0.020,4.980,215.2
2024-08-03T02:26:45.000Z,45.205834,5.660138,93,59,134.00,31,-0.020,4.980,215.2
2024-08-03T02:26:46.000Z,45.205789,5.660178,92,60,140.00,31,-0.020,5.200,215.2
2024-08-03T02:26:47.000Z,45.205738,5.660217,93,56,146.00,31,-0.040,5.200,215.2
2024-08-03T02:26:48.000Z,45.205690,5.660262,94,60,152.00,31,-0.040,5.400,215.2
2024-08-03T02:26:49.000Z,45.205642,5.660310,97,60,159.00,31,-0.060,6.180,215.2
2024-08-03T02:26:50.000Z,45.205594,5.660362,98,64,165.00,31,-0.060,6.440,215.2
2024-08-03T02:26:51.000Z,45.205549,5.660415,99,60,172.00,31,-0.060,6.540,215.0
2024-08-03T02:26:52.000Z,45.205501,5.660470,100,67,179.00,31,-0.060,6.580,215.0
2024-08-03T02:26:53.000Z,45.205453,5.660524,100,67,185.00,31,-0.060,6.220,215.0
2024-08-03T02:26:54.000Z,45.205402,5.660572,100,62,192.00,31,-0.040,6.380,214.8
2024-08-03T02:26:55.000Z,45.205350,5.660618,99,66,199.00,30,-0.040,6.480,214.4
2024-08-03T02:26:56.000Z,45.205296,5.660665,100,66,206.00,30,-0.040,6.580,214.4
2024-08-03T02:26:57.000Z,45.205238,5.660712,99,70,213.00,30,-0.040,6.680,214.6
2024-08-03T02:26:58.000Z,45.205184,5.660763,99,68,220.00,30,-0.060,6.740,214.6
2024-08-03T02:26:59.000Z,45.205133,5.660813,99,70,228.00,30,-0.060,6.840,214.4
2024-08-03T02:27:00.000Z,45.205075,5.660865,100,69,234.00,30,-0.060,6.900,214.6
2024-08-03T02:27:01.000Z,45.205021,5.660918,101,70,242.00,30,-0.060,6.940,214.6
2024-08-03T02:27:02.000Z,45.204963,5.660968,100,71,249.00,30,-0.060,7.040,214.4
2024-08-03T02:27:03.000Z,45.204906,5.661020,101,72,257.00,30,-0.060,7.160,214.4
2024-08-03T02:27:04.000Z,45.204848,5.661072,101,71,264.00,30,-0.080,7.200,214.4
2024-08-03T02:27:05.000Z,45.204794,5.661123,102,72,272.00,30,-0.080,7.300,214.4
2024-08-03T02:27:06.000Z,45.204736,5.661177,102,71,279.00,30,-0.060,7.360,214.2
2024-08-03T02:27:07.000Z,45.204682,5.661232,102,73,287.00,30,-0.060,7.400,214.2
2024-08-03T02:27:08.000Z,45.204627,5.661288,102,74,294.00,30,-0.060,7.400,214.4
2024-08-03T02:27:09.000Z,45.204570,5.661340,103,68,302.00,30,-0.040,7.460,214.4
2024-08-03T02:27:10.000Z,45.204518,5.661393,104,71,309.00,30,-0.040,7.460,214.0
2024-08-03T02:27:11.000Z,45.204461,5.661446,105,70,317.00,30,-0.040,7.460,214.0
2024-08-03T02:27:12.000Z,45.204406,5.661495,106,72,324.00,30,-0.020,7.460,214.0
2024-08-03T02:27:13.000Z,45.204349,5.661542,106,69,331.00,30,-0.020,7.460,214.0
2024-08-03T02:27:14.000Z,45.204291,5.661592,105,68,339.00,30,-0.020,7.400,214.0
2024-08-03T02:27:15.000Z,45.204234,5.661645,105,73,346.00,30,-0.020,7.400,214.0
2024-08-03T02:27:16.000Z,45.204182,5.661700,104,70,354.00,30,-0.020,7.400,214.0
2024-08-03T02:27:17.000Z,45.204128,5.661753,104,72,361.00,30,-0.020,7.360,213.8
2024-08-03T02:27:18.000Z,45.204074,5.661806,103,70,368.00,30,-0.040,7.360,213.8
2024-08-03T02:27:19.000Z,45.204022,5.661857,103,71,376.00,30,-0.040,7.360,213.8
2024-08-03T02:27:20.000Z,45.203971,5.661908,103,71,383.00,30,-0.040,7.360,213.8
2024-08-03T02:27:21.000Z,45.203920,5.661964,103,70,390.00,30,-0.040,7.300,214.0
2024-08-03T02:27:22.000Z,45.203862,5.662017,104,71,397.00,30,-0.040,7.360,214.4
2024-08-03T02:27:23.000Z,45.203805,5.662068,105,73,404.00,30,-0.040,7.360,214.8
2024-08-03T02:27:24.000Z,45.203747,5.662118,105,70,412.00,30,-0.040,7.360,214.8
2024-08-03T02:27:25.000Z,45.203693,5.662168,106,76,420.00,30,-0.020,7.360,214.8
2024-08-03T02:27:26.000Z,45.203632,5.662217,106,73,427.00,30,-0.020,7.360,214.8
2024-08-03T02:27:27.000Z,45.203574,5.662268,107,68,435.00,30,-0.020,7.400,214.6
2024-08-03T02:27:28.000Z,45.203523,5.662320,107,68,442.00,30,-0.020,7.400,214.4
2024-08-03T02:27:29.000Z,45.203469,5.662375,107,74,449.00,30,-0.020,7.460,214.4
2024-08-03T02:27:30.000Z,45.203411,5.662425,108,68,457.00,30,-0.020,7.460,214.4
2024-08-03T02:27:31.000Z,45.203354,5.662476,109,60,464.00,30,-0.020,7.460,214.6
2024-08-03T02:27:32.000Z,45.203299,5.662528,109,60,472.00,30,0.000,7.460,214.8
2024-08-03T02:27:33.000Z,45.203245,5.662580,108,59,479.00,30,0.000,7.460,214.6
2024-08-03T02:27:34.000Z,45.203190,5.662635,107,58,486.00,30,0.000,7.460,214.6
2024-08-03T02:27:35.000Z,45.203133,5.662688,104,58,494.00,30,0.000,7.460,214.6
2024-08-03T02:27:36.000Z,45.203075,5.662742,104,60,501.00,30,0.000,7.460,214.6
2024-08-03T02:27:37.000Z,45.203018,5.662795,103,60,509.00,30,0.000,7.460,214.6
2024-08-03T02:27:38.000Z,45.202963,5.662848,103,59,517.00,30,0.000,7.460,214.8
2024-08-03T02:27:39.000Z,45.202912,5.662903,105,61,524.00,30,0.000,7.460,214.8
2024-08-03T02:27:40.000Z,45.202854,5.662958,105,59,531.00,30,0.000,7.460,214.4
2024-08-03T02:27:41.000Z,45.202797,5.663014,105,60,539.00,30,0.000,7.460,212.8
2024-08-03T02:27:42.000Z,45.202739,5.663067,105,60,547.00,30,0.000,7.460,211.4
2024-08-03T02:27:43.000Z,45.202682,5.663122,105,59,554.00,30,0.020,7.520,211.2
2024-08-03T02:27:44.000Z,45.202621,5.663175,106,60,562.00,30,0.020,7.520,211.2
2024-08-03T02:27:45.000Z,45.202570,5.663228,105,61,570.00,30,0.020,7.560,211.2
2024-08-03T02:27:46.000Z,45.202512,5.663282,105,61,577.00,30,0.000,7.560,211.2
2024-08-03T02:27:47.000Z,45.202454,5.663332,104,60,585.00,30,0.000,7.560,211.0
2024-08-03T02:27:48.000Z,45.202400,5.663384,104,59,592.00,30,-0.020,7.560,211.0
2024-08-03T02:27:49.000Z,45.202339,5.663432,104,61,599.00,30,-0.040,7.560,211.0
2024-08-03T02:27:50.000Z,45.202278,5.663480,103,57,607.00,30,-0.060,7.620,211.0
2024-08-03T02:27:51.000Z,45.202218,5.663528,103,62,615.00,30,-0.060,7.620,210.8
2024-08-03T02:27:52.000Z,45.202160,5.663580,102,62,623.00,30,-0.080,7.620,210.8
2024-08-03T02:27:53.000Z,45.202099,5.663633,103,59,630.00,30,-0.100,7.620,210.8
2024-08-03T02:27:54.000Z,45.202042,5.663687,102,63,638.00,30,-0.100,7.620,210.6
2024-08-03T02:27:55.000Z,45.201987,5.663744,102,60,646.00,30,-0.120,7.620,210.4
2024-08-03T02:27:56.000Z,45.201936,5.663800,102,61,653.00,30,-0.120,7.620,210.2
2024-08-03T02:27:57.000Z,45.201878,5.663855,103,63,661.00,30,-0.120,7.620,210.2
2024-08-03T02:27:58.000Z,45.201821,5.663910,104,59,668.00,30,-0.120,7.620,210.0
2024-08-03T02:27:59.000Z,45.201763,5.663962,105,60,676.00,30,-0.120,7.620,209.8
2024-08-03T02:28:00.000Z,45.201706,5.664015,105,60,684.00,30,-0.140,7.620,209.6
2024-08-03T02:28:01.000Z,45.201648,5.664068,105,60,691.00,30,-0.140,7.620,209.6
2024-08-03T02:28:02.000Z,45.201590,5.664127,105,62,699.00,30,-0.140,7.620,209.8
2024-08-03T02:28:03.000Z,45.201533,5.664183,104,61,707.00,30,-0.160,7.620,210.0
2024-08-03T02:28:04.000Z,45.201478,5.664236,103,61,715.00,30,-0.160,7.620,210.0
2024-08-03T02:28:05.000Z,45.201421,5.664288,103,61,722.00,30,-0.160,7.620,209.6
2024-08-03T02:28:06.000Z,45.201360,5.664338,103,61,729.00,30,-0.180,7.620,209.6
2024-08-03T02:28:07.000Z,45.201293,5.664378,104,63,737.00,30,-0.180,7.660,209.6
2024-08-03T02:28:08.000Z,45.201226,5.664410,104,63,745.00,30,-0.180,7.660,209.6
2024-08-03T02:28:09.000Z,45.201155,5.664444,104,63,753.00,30,-0.200,7.720,209.8
2024-08-03T02:28:10.000Z,45.201088,5.664474,104,64,762.00,30,-0.180,7.760,209.8
2024-08-03T02:28:11.000Z,45.201014,5.664495,104,64,769.00,29,-0.160,7.820,209.6
2024-08-03T02:28:12.000Z,45.200947,5.664516,104,64,778.00,30,-0.140,7.880,209.6
2024-08-03T02:28:13.000Z,45.200877,5.664542,104,62,785.00,29,-0.120,7.920,209.6
2024-08-03T02:28:14.000Z,45.200813,5.664566,104,62,793.00,29,-0.100,7.920,209.6
2024-08-03T02:28:15.000Z,45.200749,5.664592,104,60,801.00,29,-0.080,7.920,209.6
2024-08-03T02:28:16.000Z,45.200678,5.664615,105,60,808.00,29,-0.060,7.920,209.6
2024-08-03T02:28:17.000Z,45.200618,5.664640,105,59,816.00,29,-0.040,7.880,209.6
2024-08-03T02:28:18.000Z,45.200554,5.664663,107,59,823.00,29,-0.040,7.880,209.6
2024-08-03T02:28:19.000Z,45.200490,5.664688,108,59,831.00,29,-0.040,7.760,209.8
2024-08-03T02:28:20.000Z,45.200429,5.664713,108,59,838.00,29,-0.040,7.660,210.2
2024-08-03T02:28:21.000Z,45.200362,5.664738,109,59,845.00,29,-0.040,7.560,210.2
2024-08-03T02:28:22.000Z,45.200298,5.664762,110,59,853.00,29,-0.040,7.520,210.2
2024-08-03T02:28:23.000Z,45.200234,5.664784,111,59,860.00,29,-0.040,7.460,210.2
2024-08-03T02:28:24.000Z,45.200173,5.664807,113,56,868.00,29,-0.040,7.400,210.2
2024-08-03T02:28:25.000Z,45.200112,5.664832,114,57,875.00,29,-0.040,7.400,210.4
2024-08-03T02:28:26.000Z,45.200051,5.664857,115,57,882.00,29,-0.020,7.360,210.4
2024-08-03T02:28:27.000Z,45.199990,5.664886,115,57,889.00,29,-0.020,7.360,210.2
2024-08-03T02:28:28.000Z,45.199930,5.664918,115,57,896.00,29,-0.020,7.300,210.0
2024-08-03T02:28:29.000Z,45.199872,5.664952,115,57,903.00,29,0.000,7.260,209.8
2024-08-03T02:28:30.000Z,45.199811,5.664983,115,57,910.00,29,0.000,7.260,209.8
2024-08-03T02:28:31.000Z,45.199754,5.665013,115,55,917.00,29,0.000,7.200,210.4
2024-08-03T02:28:32.000Z,45.199693,5.665043,115,55,924.00,29,0.000,7.160,210.4
2024-08-03T02:28:33.000Z,45.199638,5.665075,115,55,931.00,29,0.020,7.100,210.4
2024-08-03T02:28:34.000Z,45.199581,5.665108,115,55,938.00,29,0.020,7.100,210.4
2024-08-03T02:28:35.000Z,45.199523,5.665142,115,55,945.00,29,0.020,7.040,210.6
2024-08-03T02:28:36.000Z,45.199466,5.665172,115,54,951.00,29,0.020,7.000,210.6
2024-08-03T02:28:37.000Z,45.199408,5.665200,116,54,958.00,29,0.020,6.940,210.8
2024-08-03T02:28:38.000Z,45.199347,5.665226,116,54,965.00,29,0.020,6.900,211.0
2024-08-03T02:28:39.000Z,45.199296,5.665250,117,53,972.00,29,0.020,6.840,211.2
2024-08-03T02:28:40.000Z,45.199235,5.665270,117,53,978.00,29,0.020,6.840,211.2
2024-08-03T02:28:41.000Z,45.199178,5.665288,117,53,985.00,29,0.020,6.800,211.6
2024-08-03T02:28:42.000Z,45.199117,5.665298,117,53,992.00,29,0.020,6.800,211.8
2024-08-03T02:28:43.000Z,45.199059,5.665303,117,52,998.00,29,0.020,6.740,211.8
2024-08-03T02:28:44.000Z,45.199002,5.665306,117,52,1005.00,29,0.040,6.740,211.8
2024-08-03T02:28:45.000Z,45.198944,5.665303,116,51,1011.00,29,0.040,6.680,212.2
2024-08-03T02:28:46.000Z,45.198886,5.665306,116,51,1018.00,29,0.040,6.680,212.6
2024-08-03T02:28:47.000Z,45.198829,5.665316,116,51,1024.00,29,0.060,6.640,212.6
2024-08-03T02:28:48.000Z,45.198778,5.665328,117,49,1031.00,29,0.060,6.640,212.6
2024-08-03T02:28:49.000Z,45.198723,5.665338,117,49,1031.00,29,0.060,6.580,212.8
2024-08-03T02:28:50.000Z,45.198669,5.665350,118,49,1042.00,29,0.080,6.480,213.0
2024-08-03T02:28:51.000Z,45.198618,5.665365,118,49,1049.00,29,0.080,6.440,213.2
2024-08-03T02:28:52.000Z,45.198563,5.665385,119,48,1054.00,29,0.080,6.320,213.4
2024-08-03T02:28:53.000Z,45.198512,5.665403,119,48,1061.00,29,0.080,6.220,213.4
2024-08-03T02:28:54.000Z,45.198461,5.665423,120,51,1066.00,29,0.080,6.180,213.4
2024-08-03T02:28:55.000Z,45.198410,5.665442,121,56,1072.00,29,0.080,6.080,213.8
2024-08-03T02:28:56.000Z,45.198355,5.665460,121,58,1078.00,29,0.080,6.020,213.8
2024-08-03T02:28:57.000Z,45.198307,5.665478,121,57,1084.00,29,0.080,5.960,213.8
2024-08-03T02:28:58.000Z,45.198256,5.665504,121,58,1090.00,29,0.100,5.920,213.8
2024-08-03T02:28:59.000Z,45.198205,5.665527,121,55,1096.00,29,0.100,5.920,213.8
2024-08-03T02:29:00.000Z,45.198157,5.665555,121,57,1102.00,29,0.100,5.920,213.8
2024-08-03T02:29:01.000Z,45.198109,5.665586,121,60,1108.00,29,0.120,5.920,213.8
2024-08-03T02:29:02.000Z,45.198058,5.665620,121,55,1114.00,29,0.120,5.920,214.2
2024-08-03T02:29:03.000Z,45.198010,5.665652,121,60,1120.00,29,0.120,5.920,214.2
2024-08-03T02:29:04.000Z,45.197958,5.665680,122,60,1126.00,29,0.120,5.920,214.0
2024-08-03T02:29:05.000Z,45.197907,5.665708,122,59,1132.00,29,0.140,5.920,214.0
2024-08-03T02:29:06.000Z,45.197850,5.665738,122,62,1138.00,29,0.120,5.920,214.0
2024-08-03T02:29:07.000Z,45.197795,5.665775,122,63,1145.00,29,0.120,5.960,213.8
2024-08-03T02:29:08.000Z,45.197744,5.665815,122,65,1152.00,29,0.120,6.080,213.6
2024-08-03T02:29:09.000Z,45.197690,5.665858,122,64,1158.00,29,0.120,6.120,213.6
2024-08-03T02:29:10.000Z,45.197638,5.665900,122,65,1165.00,29,0.100,6.220,213.4
2024-08-03T02:29:11.000Z,45.197587,5.665943,122,65,1172.00,29,0.100,6.380,213.2
2024-08-03T02:29:12.000Z,45.197533,5.665982,122,63,1178.00,29,0.100,6.480,213.4
2024-08-03T02:29:13.000Z,45.197478,5.666022,121,66,1185.00,29,0.100,6.540,213.4
2024-08-03T02:29:14.000Z,45.197427,5.666062,120,63,1192.00,29,0.080,6.580,213.6
2024-08-03T02:29:15.000Z,45.197373,5.666100,120,64,1198.00,29,0.080,6.640,213.6
2024-08-03T02:29:16.000Z,45.197318,5.666137,119,64,1205.00,29,0.060,6.640,213.8
2024-08-03T02:29:17.000Z,45.197270,5.666175,119,66,1212.00,29,0.060,6.640,213.8
2024-08-03T02:29:18.000Z,45.197219,5.666218,118,62,1218.00,29,0.040,6.640,213.6
2024-08-03T02:29:19.000Z,45.197168,5.666268,118,64,1224.00,29,0.040,6.640,213.6
2024-08-03T02:29:20.000Z,45.197123,5.666322,118,64,1231.00,29,0.020,6.640,213.6
2024-08-03T02:29:21.000Z,45.197075,5.666372,118,63,1238.00,29,0.020,6.640,213.6
2024-08-03T02:29:22.000Z,45.197024,5.666413,117,62,1245.00,29,0.020,6.640,213.6
2024-08-03T02:29:23.000Z,45.196973,5.666440,117,61,1251.00,29,0.000,6.580,213.6
2024-08-03T02:29:24.000Z,45.196918,5.666453,116,62,1257.00,29,0.000,6.580,213.6
2024-08-03T02:29:25.000Z,45.196864,5.666463,117,59,1263.00,29,0.000,6.540,213.6
2024-08-03T02:29:26.000Z,45.196813,5.666485,117,60,1269.00,28,0.000,6.480,213.8
2024-08-03T02:29:27.000Z,45.196758,5.666512,117,59,1275.00,28,0.000,6.440,214.0
2024-08-03T02:29:28.000Z,45.196704,5.666540,117,60,1282.00,28,0.000,6.380,214.0
2024-08-03T02:29:29.000Z,45.196653,5.666572,118,61,1288.00,28,0.000,6.380,214.0
2024-08-03T02:29:30.000Z,45.196598,5.666608,117,62,1294.00,28,0.000,6.320,213.6
2024-08-03T02:29:31.000Z,45.196544,5.666645,117,63,1301.00,28,0.000,6.320,213.0
2024-08-03T02:29:32.000Z,45.196486,5.666683,117,63,1308.00,28,0.000,6.320,213.0
2024-08-03T02:29:33.000Z,45.196435,5.666726,117,67,1315.00,28,0.000,6.320,212.8
2024-08-03T02:29:34.000Z,45.196384,5.666775,117,66,1322.00,28,0.000,6.380,212.8
2024-08-03T02:29:35.000Z,45.196330,5.666825,118,66,1328.00,28,0.000,6.440,212.8
2024-08-03T02:29:36.000Z,45.196278,5.666878,118,68,1336.00,28,0.000,6.540,212.8
2024-08-03T02:29:37.000Z,45.196224,5.666932,117,66,1343.00,28,0.000,6.640,212.8
2024-08-03T02:29:38.000Z,45.196176,5.666983,117,69,1350.00,28,0.000,6.740,212.4
2024-08-03T02:29:39.000Z,45.196122,5.667036,116,71,1357.00,28,0.000,6.840,212.0
2024-08-03T02:29:40.000Z,45.196064,5.667085,116,70,1364.00,28,0.000,6.940,212.0
2024-08-03T02:29:41.000Z,45.196006,5.667130,115,68,1372.00,28,0.000,7.000,211.8
2024-08-03T02:29:42.000Z,45.195952,5.667170,115,71,1379.00,28,-0.020,7.040,211.8
2024-08-03T02:29:43.000Z,45.195891,5.667202,113,69,1386.00,28,-0.020,7.100,211.8
2024-08-03T02:29:44.000Z,45.195830,5.667228,113,68,1393.00,28,-0.020,7.100,212.0
2024-08-03T02:29:45.000Z,45.195770,5.667254,111,68,1400.00,28,-0.020,7.100,212.0
2024-08-03T02:29:46.000Z,45.195709,5.667278,111,70,1407.00,28,-0.020,7.100,211.8
2024-08-03T02:29:47.000Z,45.195648,5.667300,110,69,1414.00,28,-0.020,7.160,211.8
2024-08-03T02:29:48.000Z,45.195584,5.667315,110,69,1421.00,28,-0.040,7.100,211.8
2024-08-03T02:29:49.000Z,45.195523,5.667330,110,68,1428.00,28,-0.040,7.100,211.8
2024-08-03T02:29:50.000Z,45.195462,5.667343,110,67,1435.00,28,-0.040,7.100,211.8
2024-08-03T02:29:51.000Z,45.195402,5.667355,110,65,1442.00,28,-0.040,7.100,211.8
2024-08-03T02:29:52.000Z,45.195344,5.667365,111,67,1449.00,28,-0.040,7.040,211.8
2024-08-03T02:29:53.000Z,45.195286,5.667372,111,65,1455.00,28,-0.060,7.040,212.2
2024-08-03T02:29:54.000Z,45.195232,5.667385,111,62,1462.00,28,-0.060,7.000,212.2
2024-08-03T02:29:55.000Z,45.195184,5.667402,111,59,1468.00,28,-0.060,6.280,213.0
2024-08-03T02:29:56.000Z,45.195146,5.667436,111,56,1473.00,28,-0.060,5.960,213.0
2024-08-03T02:29:57.000Z,45.195107,5.667477,112,56,1478.00,28,-0.060,5.660,213.4
2024-08-03T02:29:58.000Z,45.195072,5.667520,112,50,1484.00,28,-0.060,5.660,213.8
2024-08-03T02:29:59.000Z,45.195043,5.667567,112,49,1489.00,28,-0.060,5.200,214.0
2024-08-03T02:30:00.000Z,45.195014,5.667610,112,,,,,,
2024-08-03T02:30:01.000Z,45.194986,5.667652,112,48,1498.00,28,-0.060,4.920,214.6
2024-08-03T02:30:02.000Z,45.194954,5.667688,112,46,1503.00,28,-0.040,4.920,215.0
2024-08-03T02:30:03.000Z,45.194925,5.667716,112,44,1507.00,28,-0.020,4.520,215.2
2024-08-03T02:30:04.000Z,45.194893,5.667750,112,40,1511.00,28,0.000,4.520,215.2
2024-08-03T02:30:05.000Z,45.194858,5.667783,112,40,1516.00,28,0.000,4.160,215.4
2024-08-03T02:30:06.000Z,45.194819,5.667808,112,40,1521.00,28,0.020,4.160,215.4
2024-08-03T02:30:07.000Z,45.194781,5.667830,111,46,1525.00,28,0.040,4.680,215.4
2024-08-03T02:30:08.000Z,45.194749,5.667848,111,46,1530.00,28,0.040,4.680,215.6
2024-08-03T02:30:09.000Z,45.194710,5.667863,112,43,1534.00,28,0.060,4.580,216.0
2024-08-03T02:30:10.000Z,45.194672,5.667885,112,42,1538.00,28,0.080,4.580,216.0
2024-08-03T02:30:11.000Z,45.194634,5.667904,112,44,1543.00,28,0.080,4.520,215.8
2024-08-03T02:30:12.000Z,45.194592,5.667922,112,44,1547.00,28,0.100,4.520,215.8
2024-08-03T02:30:13.000Z,45.194554,5.667937,113,44,1552.00,28,0.120,4.520,216.2
2024-08-03T02:30:14.000Z,45.194515,5.667955,113,45,1556.00,28,0.120,4.520,216.4
2024-08-03T02:30:15.000Z,45.194477,5.667974,114,45,1561.00,28,0.140,4.580,216.6
2024-08-03T02:30:16.000Z,45.194438,5.667988,115,44,1565.00,28,0.140,4.580,216.8
