timestamp,position lat,position long,heart rate,distance,temperature,vertical speed,enhanced speed,enhanced altitude,ngp,grd pct
2024-08-10T03:05:02.000Z,45.025421,5.773028,75,107.00,26,-0.060,4.640,906.8,4.423145,-1.471885
2024-08-10T03:05:03.000Z,45.025459,5.773022,75,112.00,26,-0.060,4.640,906.8,4.412844,-1.553034
2024-08-10T03:05:04.000Z,45.025494,5.773008,75,116.00,26,-0.060,4.640,906.8,4.402658,-1.634182
2024-08-10T03:05:05.000Z,45.025533,5.773000,75,120.00,26,-0.060,4.640,906.6,4.392588,-1.715330
2024-08-10T03:05:06.000Z,,,74,125.00,26,-0.080,4.220,906.4,3.965443,-1.975788
2024-08-10T03:05:07.000Z,45.025590,5.773000,71,131.00,26,-0.080,4.220,906.4,3.955864,-2.065032
2024-08-10T03:05:08.000Z,45.025613,5.773006,73,131.00,26,-0.080,3.600,906.4,3.342692,-2.519097
2024-08-10T03:05:09.000Z,,,74,134.00,26,-0.080,3.600,906.4,3.333896,-2.623463
2024-08-10T03:05:10.000Z,45.025642,5.773020,72,136.00,26,-0.080,2.060,906.2,1.813521,-4.790515
2024-08-10T03:05:11.000Z,45.025654,5.773017,72,136.00,26,-0.100,2.060,905.8,1.810706,-4.882891
2024-08-10T03:05:12.000Z,,,71,139.00,26,-0.100,1.380,905.8,1.184280,-7.391483
2024-08-10T03:05:13.000Z,,,69,139.00,25,-0.100,1.380,906.0,1.183315,-7.528846
2024-08-10T03:05:14.000Z,,,67,139.00,25,-0.100,0.520,906.0,0.5579956,-20.74498
2024-08-10T03:05:15.000Z,,,67,139.00,25,-0.100,0.520,905.8,0.5653939,-21.11741
2024-08-10T03:05:16.000Z,,,67,139.00,25,-0.100,0.000,905.8,0.000000,-21.11741
2024-08-10T03:05:17.000Z,,,68,139.00,25,-0.100,0.000,906.0,0.000000,-21.11741
2024-08-10T03:05:18.000Z,,,70,139.00,25,-0.100,0.000,906.0,0.000000,-21.11741
2024-08-10T03:05:19.000Z,,,69,139.00,25,-0.100,0.000,906.0,0.000000,-21.11741
2024-08-10T03:05:20.000Z,,,68,139.00,25,-0.100,0.000,906.0,0.000000,-21.11741
2024-08-10T03:05:21.000Z,,,67,139.00,25,-0.080,0.000,906.0,0.000000,-21.11741
2024-08-10T03:05:22.000Z,,,66,139.00,25,-0.080,0.000,906.2,0.000000,-21.11741
2024-08-10T03:05:23.000Z,,,65,139.00,25,-0.080,0.000,906.2,0.000000,-21.11741
2024-08-10T03:05:24.000Z,,,65,139.00,25,-0.060,0.000,906.0,0.000000,-21.11741
2024-08-10T03:05:25.000Z,,,66,139.00,25,-0.060,0.000,905.8,0.000000,-21.11741
2024-08-10T03:05:26.000Z,,,67,139.00,25,-0.060,0.880,905.6,0.7449110,-7.820568
2024-08-10T03:05:27.000Z,45.025642,5.772984,71,139.00,25,-0.060,0.880,905.6,0.7461469,-7.495038
2024-08-10T03:05:28.000Z,,,73,142.00,25,-0.060,1.440,905.6,1.284411,-4.330986
2024-08-10T03:05:29.000Z,45.025616,5.772935,78,146.00,25,-0.040,1.440,905.8,1.289265,-4.134310
2024-08-10T03:05:30.000Z,45.025597,5.772920,82,146.00,25,-0.040,1.440,905.8,1.294328,-3.937635
2024-08-10T03:05:31.000Z,45.025571,5.772915,87,149.00,25,-0.040,1.440,906.2,1.299618,-3.740370
2024-08-10T03:05:32.000Z,45.025542,5.772917,89,152.00,25,-0.040,2.160,906.2,2.013703,-2.362463
2024-08-10T03:05:33.000Z,45.025510,5.772920,92,155.00,25,-0.040,2.160,906.2,2.020634,-2.231215
2024-08-10T03:05:34.000Z,45.025475,5.772925,93,158.00,25,-0.040,2.460,906.6,2.325509,-1.843874
2024-08-10T03:05:35.000Z,45.025440,5.772935,92,162.00,25,-0.020,2.460,906.6,2.345674,-1.537361
2024-08-10T03:05:36.000Z,45.025402,5.772944,92,166.00,25,-0.020,3.440,906.6,3.344751,-0.8797602
2024-08-10T03:05:37.000Z,,,91,171.00,25,-0.020,3.440,906.6,3.367611,-0.6599091
2024-08-10T03:05:38.000Z,45.025328,5.772957,89,179.00,25,0.000,4.060,906.6,4.010859,-0.3732291
2024-08-10T03:05:39.000Z,45.025293,5.772962,87,179.00,25,0.000,4.060,907.0,4.035069,-0.1873234
2024-08-10T03:05:40.000Z,45.025261,5.772965,87,183.00,25,0.000,3.800,907.0,3.799884,-0.0009182514
2024-08-10T03:05:41.000Z,45.025232,5.772970,86,186.00,25,0.000,3.800,907.0,3.825173,0.1977073
2024-08-10T03:05:42.000Z,45.025200,5.772975,86,190.00,25,0.000,3.660,907.0,3.701153,0.4132414
2024-08-10T03:05:43.000Z,45.025174,5.772982,86,193.00,25,0.000,3.660,907.2,3.711040,0.4909892
2024-08-10T03:05:44.000Z,,,87,196.00,25,0.020,3.240,907.2,3.311270,0.6405317
2024-08-10T03:05:45.000Z,45.025162,5.773008,86,196.00,25,0.020,3.240,906.8,3.321385,0.7279428
2024-08-10T03:05:46.000Z,,,86,199.00,25,0.020,1.860,906.8,1.944671,1.428431
2024-08-10T03:05:47.000Z,45.025197,5.772995,87,199.00,25,0.020,1.860,906.8,1.955647,1.581365
2024-08-10T03:05:48.000Z,45.025206,5.772964,89,203.00,25,0.020,2.520,906.8,2.634038,1.273534
2024-08-10T03:05:49.000Z,45.025213,5.772924,90,205.00,25,0.020,2.520,906.8,2.644861,1.386145
2024-08-10T03:05:50.000Z,45.025213,5.772887,94,209.00,25,0.020,2.880,906.8,3.014453,1.311214
2024-08-10T03:05:51.000Z,45.025213,5.772858,97,212.00,25,0.020,2.880,907.2,3.018067,1.344118
2024-08-10T03:05:52.000Z,,,99,214.00,25,0.020,2.620,907.6,2.762722,1.513782
2024-08-10T03:05:53.000Z,45.025206,5.772805,102,218.00,25,0.040,2.620,907.6,2.766415,1.550024
2024-08-10T03:05:54.000Z,45.025213,5.772775,105,218.00,25,0.040,2.320,907.8,2.461783,1.799142
2024-08-10T03:05:55.000Z,45.025216,5.772743,106,221.00,25,0.040,2.320,908.0,2.465590,1.840371
2024-08-10T03:05:56.000Z,45.025232,5.772713,109,223.00,25,0.040,2.360,908.2,2.519061,1.841454
2024-08-10T03:05:57.000Z,45.025248,5.772696,109,226.00,25,0.040,2.360,908.4,2.522871,1.881689
2024-08-10T03:05:58.000Z,,,111,228.00,25,0.040,2.460,908.8,2.626039,1.843874
2024-08-10T03:05:59.000Z,45.025286,5.772672,113,233.00,25,0.040,2.460,909.0,2.648978,2.074128
2024-08-10T03:06:00.000Z,45.025306,5.772660,114,233.00,25,0.040,2.360,909.2,2.573561,2.403226
2024-08-10T03:06:01.000Z,,,116,235.00,25,0.060,2.360,909.2,2.597619,2.642515
2024-08-10T03:06:02.000Z,45.025344,5.772635,117,240.00,25,0.060,2.460,909.6,2.720765,2.765350
2024-08-10T03:06:03.000Z,45.025366,5.772620,117,240.00,25,0.060,2.460,909.8,2.745675,2.995834
2024-08-10T03:06:04.000Z,,,118,243.00,25,0.060,2.460,910.2,2.771147,3.227010
2024-08-10T03:06:05.000Z,45.025411,5.772595,118,248.00,25,0.080,2.460,910.4,2.796949,3.456802
2024-08-10T03:06:06.000Z,45.025424,5.772575,119,248.00,25,0.080,2.460,910.4,2.823365,3.687747
2024-08-10T03:06:07.000Z,,,119,250.00,25,0.080,2.460,910.6,2.854884,3.957939
2024-08-10T03:06:08.000Z,45.025462,5.772537,120,256.00,25,0.100,2.520,911.0,2.945023,4.126671
2024-08-10T03:06:09.000Z,45.025485,5.772522,120,256.00,25,0.100,2.520,911.0,2.977509,4.389639
2024-08-10T03:06:10.000Z,,,121,258.00,25,0.100,2.520,911.2,3.010767,4.653661
2024-08-10T03:06:11.000Z,45.025526,5.772490,121,264.00,25,0.120,2.520,911.4,3.044531,4.916630
2024-08-10T03:06:12.000Z,45.025542,5.772478,122,264.00,25,0.120,2.580,911.6,3.126501,5.078828
2024-08-10T03:06:13.000Z,,,122,266.00,25,0.120,2.580,911.8,3.161390,5.337455
2024-08-10T03:06:14.000Z,45.025584,5.772452,123,271.00,25,0.140,2.460,912.0,3.093343,5.844964
2024-08-10T03:06:15.000Z,45.025603,5.772438,123,271.00,25,0.140,2.460,912.4,3.145701,6.228562
2024-08-10T03:06:16.000Z,,,124,273.00,25,0.160,2.520,912.6,3.254725,6.455100
2024-08-10T03:06:17.000Z,45.025638,5.772412,124,278.00,25,0.160,2.520,912.8,3.308908,6.828069
2024-08-10T03:06:18.000Z,45.025658,5.772398,124,278.00,25,0.180,2.420,912.8,3.265350,7.530888
2024-08-10T03:06:19.000Z,45.025677,5.772382,125,280.00,25,0.180,2.420,913.0,3.323427,7.922834
2024-08-10T03:06:20.000Z,,,125,283.00,25,0.200,2.360,913.4,3.338914,8.489346
2024-08-10T03:06:21.000Z,45.025715,5.772353,126,287.00,25,0.200,2.360,913.4,3.400089,8.889197
2024-08-10T03:06:22.000Z,45.025731,5.772338,127,287.00,25,0.200,2.320,913.8,3.420294,9.489294
2024-08-10T03:06:23.000Z,45.025744,5.772320,127,290.00,25,0.200,2.320,914.0,3.414066,9.449346
2024-08-10T03:06:24.000Z,45.025763,5.772304,128,292.00,25,0.200,2.320,914.4,3.407856,9.409437
2024-08-10T03:06:25.000Z,45.025782,5.772290,128,294.00,25,0.200,2.320,914.8,3.401659,9.369529
2024-08-10T03:06:26.000Z,45.025798,5.772274,129,297.00,25,0.200,2.260,914.8,3.353406,9.536028
2024-08-10T03:06:27.000Z,,,130,299.00,25,0.200,2.260,914.8,3.347175,9.495277
2024-08-10T03:06:28.000Z,45.025821,5.772240,130,299.00,25,0.200,2.220,915.2,3.299084,9.668345
2024-08-10T03:06:29.000Z,45.025837,5.772225,131,302.00,25,0.200,2.220,915.6,3.292800,9.626590
2024-08-10T03:06:30.000Z,45.025853,5.772212,132,305.00,25,0.200,2.100,916.0,3.195432,10.08703
2024-08-10T03:06:31.000Z,,,132,307.00,24,0.200,2.100,916.2,3.215314,10.22266
2024-08-10T03:06:32.000Z,45.025878,5.772185,133,307.00,24,0.200,2.060,916.6,3.194994,10.61080
2024-08-10T03:06:33.000Z,,,134,310.00,24,0.220,2.060,916.8,3.215415,10.75002
2024-08-10T03:06:34.000Z,45.025910,5.772157,134,310.00,24,0.220,2.000,917.0,3.196531,11.16090
2024-08-10T03:06:35.000Z,45.025923,5.772137,134,315.00,24,0.220,2.000,917.2,3.217468,11.30360
2024-08-10T03:06:36.000Z,45.025939,5.772117,135,317.00,24,0.220,2.000,917.4,3.238475,11.44587
2024-08-10T03:06:37.000Z,45.025952,5.772095,134,319.00,24,0.220,2.000,917.4,3.259634,11.58829
2024-08-10T03:06:38.000Z,45.025962,5.772072,135,321.00,24,0.220,2.000,917.4,3.280924,11.73070
2024-08-10T03:06:39.000Z,45.025974,5.772046,135,323.00,24,0.220,2.000,917.8,3.274012,11.68456
2024-08-10T03:06:40.000Z,45.025990,5.772023,135,326.00,24,0.220,2.060,918.2,3.305595,11.35451
2024-08-10T03:06:41.000Z,45.026000,5.772000,135,328.00,24,0.220,2.060,918.4,3.298802,11.30954
2024-08-10T03:06:42.000Z,,,136,330.00,24,0.220,2.100,918.4,3.331184,10.99637
2024-08-10T03:06:43.000Z,45.026022,5.771948,136,335.00,24,0.220,2.100,918.6,3.324518,10.95260
2024-08-10T03:06:44.000Z,45.026032,5.771920,136,335.00,24,0.220,2.220,919.0,3.405954,10.36574
2024-08-10T03:06:45.000Z,45.026038,5.771888,136,338.00,24,0.220,2.220,919.0,3.399454,10.32398
2024-08-10T03:06:46.000Z,45.026051,5.771857,137,340.00,24,0.220,2.260,919.0,3.433834,10.05482
2024-08-10T03:06:47.000Z,45.026058,5.771824,137,343.00,24,0.220,2.260,919.0,3.420775,9.971480
2024-08-10T03:06:48.000Z,45.026061,5.771783,137,346.00,24,0.220,2.320,919.0,3.449246,9.673946
2024-08-10T03:06:49.000Z,45.026067,5.771742,137,349.00,24,0.220,2.320,919.0,3.436429,9.592408
2024-08-10T03:06:50.000Z,45.026070,5.771703,137,352.00,24,0.200,2.460,919.0,3.550883,8.930861
2024-08-10T03:06:51.000Z,45.026067,5.771662,137,355.00,24,0.200,2.460,919.2,3.538504,8.854066
2024-08-10T03:06:52.000Z,45.026070,5.771622,137,359.00,24,0.200,2.720,919.2,3.753580,7.938543
2024-08-10T03:06:53.000Z,45.026077,5.771585,137,362.00,24,0.200,2.720,919.2,3.741870,7.869226
2024-08-10T03:06:54.000Z,45.026080,5.771545,137,365.00,24,0.200,2.820,919.8,3.819556,7.523251
2024-08-10T03:06:55.000Z,45.026086,5.771498,137,368.00,24,0.200,2.820,919.8,3.779640,7.288739
2024-08-10T03:06:56.000Z,45.026080,5.771447,137,372.00,24,0.180,3.080,919.6,3.978523,6.458095
2024-08-10T03:06:57.000Z,45.026086,5.771400,136,376.00,24,0.180,3.080,919.4,3.940936,6.242518
2024-08-10T03:06:58.000Z,45.026090,5.771353,136,380.00,24,0.180,3.240,919.4,4.053778,5.729724
2024-08-10T03:06:59.000Z,45.026096,5.771308,135,383.00,24,0.160,3.240,919.6,4.017952,5.524999
2024-08-10T03:07:00.000Z,45.026102,5.771266,135,387.00,24,0.160,3.340,920.2,4.077307,5.159593
2024-08-10T03:07:01.000Z,45.026112,5.771228,134,390.00,24,0.160,3.340,920.2,4.043085,4.962387
2024-08-10T03:07:02.000Z,45.026118,5.771192,134,394.00,24,0.140,3.400,920.6,4.056929,4.692940
2024-08-10T03:07:03.000Z,45.026122,5.771155,134,397.00,24,0.140,3.400,920.8,4.037832,4.581192
2024-08-10T03:07:04.000Z,45.026128,5.771117,133,400.00,24,0.140,3.340,920.8,3.970808,4.536577
2024-08-10T03:07:05.000Z,45.026134,5.771078,132,403.00,24,0.140,3.340,921.0,3.951910,4.423043
2024-08-10T03:07:06.000Z,45.026141,5.771042,132,406.00,24,0.140,3.340,921.0,3.933226,4.309848
2024-08-10T03:07:07.000Z,45.026154,5.771006,132,409.00,24,0.140,3.340,921.2,3.914681,4.196539
2024-08-10T03:07:08.000Z,45.026166,5.770972,132,412.00,24,0.120,3.140,921.4,3.693251,4.357306
2024-08-10T03:07:09.000Z,45.026176,5.770935,132,415.00,24,0.120,3.140,921.4,3.674608,4.236154
2024-08-10T03:07:10.000Z,45.026186,5.770898,132,418.00,24,0.120,3.080,921.6,3.607806,4.182295
2024-08-10T03:07:11.000Z,45.026195,5.770862,132,421.00,24,0.120,3.080,921.8,3.598502,4.120183
2024-08-10T03:07:12.000Z,45.026208,5.770827,132,424.00,24,0.120,3.080,921.8,3.589234,4.058008
2024-08-10T03:07:13.000Z,45.026221,5.770794,131,427.00,23,0.120,3.080,922.4,3.580018,3.995895
2024-08-10T03:07:14.000Z,,,132,430.00,23,0.120,3.040,922.4,3.522318,3.998760
2024-08-10T03:07:15.000Z,45.026259,5.770740,132,436.00,23,0.100,3.040,922.8,3.513126,3.935496
2024-08-10T03:07:16.000Z,45.026285,5.770722,132,436.00,23,0.100,3.040,923.2,3.504015,3.872484
2024-08-10T03:07:17.000Z,45.026307,5.770705,132,439.00,23,0.100,3.040,923.4,3.494930,3.809347
2024-08-10T03:07:18.000Z,45.026333,5.770690,133,442.00,23,0.100,3.040,923.4,3.485890,3.746209
2024-08-10T03:07:19.000Z,45.026358,5.770677,133,445.00,23,0.100,3.040,923.6,3.503967,3.872149
2024-08-10T03:07:20.000Z,45.026390,5.770662,134,448.00,23,0.120,3.040,923.8,3.522165,3.997711
2024-08-10T03:07:21.000Z,45.026416,5.770650,134,452.00,23,0.120,3.040,923.8,3.540614,4.123776
2024-08-10T03:07:22.000Z,45.026448,5.770633,134,455.00,23,0.120,3.080,924.0,3.607514,4.180356
2024-08-10T03:07:23.000Z,45.026477,5.770616,134,459.00,23,0.120,3.080,924.4,3.626199,4.304250
2024-08-10T03:07:24.000Z,45.026509,5.770603,134,462.00,23,0.120,3.180,924.6,3.741513,4.288775
2024-08-10T03:07:25.000Z,45.026538,5.770588,135,466.00,23,0.140,3.180,924.8,3.760347,4.408774
2024-08-10T03:07:26.000Z,45.026570,5.770570,135,470.00,23,0.140,3.340,924.8,3.933514,4.311598
2024-08-10T03:07:27.000Z,45.026598,5.770550,135,473.00,23,0.140,3.340,925.0,3.952206,4.424826
2024-08-10T03:07:28.000Z,45.026630,5.770532,135,477.00,23,0.140,3.500,925.2,4.115459,4.342360
2024-08-10T03:07:29.000Z,45.026662,5.770512,135,481.00,23,0.140,3.500,925.2,4.134191,4.450722
2024-08-10T03:07:30.000Z,45.026694,5.770492,135,485.00,23,0.140,3.660,925.4,4.307118,4.358923
2024-08-10T03:07:31.000Z,45.026726,5.770468,135,489.00,23,0.160,3.660,925.4,4.325775,4.462018
2024-08-10T03:07:32.000Z,,,135,493.00,23,0.160,3.700,925.4,4.392687,4.503525
2024-08-10T03:07:33.000Z,45.026787,5.770417,135,500.00,23,0.160,3.700,925.6,4.411599,4.605533
2024-08-10T03:07:34.000Z,45.026813,5.770393,135,500.00,23,0.160,3.760,926.0,4.478589,4.644572
2024-08-10T03:07:35.000Z,45.026835,5.770373,135,504.00,23,0.160,3.760,926.2,4.483458,4.670292
2024-08-10T03:07:36.000Z,45.026854,5.770355,136,507.00,23,0.160,3.760,926.4,4.488327,4.695960
2024-08-10T03:07:37.000Z,45.026874,5.770342,136,509.00,23,0.160,3.760,926.6,4.493209,4.721654
2024-08-10T03:07:38.000Z,45.026890,5.770328,136,512.00,23,0.160,2.580,927.0,3.389436,6.927028
2024-08-10T03:07:39.000Z,45.026906,5.770315,137,514.00,23,0.160,2.580,927.4,3.395112,6.964631
2024-08-10T03:07:40.000Z,,,137,516.00,23,0.160,2.220,927.4,3.078007,8.142610
2024-08-10T03:07:41.000Z,45.026931,5.770280,137,516.00,23,0.180,2.220,927.8,3.084078,8.186209
2024-08-10T03:07:42.000Z,45.026950,5.770270,137,520.00,23,0.180,2.060,928.2,2.951182,8.872180
2024-08-10T03:07:43.000Z,45.026966,5.770258,138,522.00,23,0.180,2.060,928.6,2.969825,9.010609
2024-08-10T03:07:44.000Z,45.026986,5.770245,138,524.00,23,0.180,2.320,929.0,3.213839,8.118908
2024-08-10T03:07:45.000Z,45.027005,5.770230,139,527.00,23,0.180,2.320,929.2,3.231754,8.241878
2024-08-10T03:07:46.000Z,,,139,529.00,23,0.180,2.260,929.6,3.206173,8.549536
2024-08-10T03:07:47.000Z,45.027046,5.770198,139,534.00,23,0.180,2.260,929.8,3.224477,8.674976
2024-08-10T03:07:48.000Z,45.027069,5.770184,139,534.00,23,0.180,2.260,930.0,3.242884,8.800291
2024-08-10T03:07:49.000Z,45.027088,5.770168,140,537.00,23,0.200,2.260,930.0,3.261451,8.925858
2024-08-10T03:07:50.000Z,45.027110,5.770152,140,540.00,23,0.200,2.360,930.2,3.366051,8.667768
2024-08-10T03:07:51.000Z,45.027133,5.770135,139,542.00,23,0.200,2.360,930.6,3.384647,8.789065
2024-08-10T03:07:52.000Z,45.027158,5.770118,139,545.00,23,0.200,2.460,930.6,3.489705,8.548269
2024-08-10T03:07:53.000Z,45.027181,5.770098,139,548.00,23,0.200,2.460,930.6,3.508181,8.664635
2024-08-10T03:07:54.000Z,45.027210,5.770077,139,551.00,23,0.200,2.580,930.6,3.622157,8.405050
2024-08-10T03:07:55.000Z,45.027238,5.770055,139,555.00,23,0.200,2.580,930.6,3.640508,8.516547
2024-08-10T03:07:56.000Z,45.027270,5.770032,139,559.00,23,0.220,3.500,930.6,4.487382,6.353438
2024-08-10T03:07:57.000Z,45.027306,5.770005,138,563.00,23,0.220,3.500,930.6,4.503633,6.435462
2024-08-10T03:07:58.000Z,45.027344,5.769977,138,567.00,23,0.220,4.160,930.4,5.146112,5.467794
2024-08-10T03:07:59.000Z,45.027382,5.769940,137,572.00,23,0.220,4.160,930.2,5.115985,5.331627
2024-08-10T03:08:00.000Z,45.027421,5.769903,136,577.00,23,0.200,4.680,930.2,5.582828,4.617217
2024-08-10T03:08:01.000Z,45.027459,5.769868,135,582.00,23,0.200,4.680,930.2,5.554581,4.496785
2024-08-10T03:08:02.000Z,45.027498,5.769834,134,587.00,23,0.200,4.880,930.2,5.719624,4.196414
2024-08-10T03:08:03.000Z,45.027530,5.769794,133,592.00,23,0.180,4.880,930.4,5.692077,4.080221
2024-08-10T03:08:04.000Z,45.027565,5.769752,133,597.00,23,0.180,4.580,930.4,5.364412,4.232798
2024-08-10T03:08:05.000Z,45.027590,5.769705,132,602.00,23,0.180,4.580,930.4,5.336824,4.108846
2024-08-10T03:08:06.000Z,45.027619,5.769655,131,607.00,23,0.180,4.780,930.4,5.513510,3.809590
2024-08-10T03:08:07.000Z,45.027645,5.769602,131,612.00,23,0.160,4.780,930.4,5.460105,3.571538
2024-08-10T03:08:08.000Z,45.027677,5.769545,131,617.00,22,0.140,4.880,930.4,5.505774,3.265644
2024-08-10T03:08:09.000Z,45.027699,5.769478,130,623.00,22,0.140,4.880,930.2,5.454699,3.032704
2024-08-10T03:08:10.000Z,45.027718,5.769407,130,628.00,22,0.120,5.500,930.0,6.016440,2.483741
2024-08-10T03:08:11.000Z,45.027734,5.769335,128,634.00,22,0.120,5.860,930.0,6.325378,2.137366
2024-08-10T03:08:12.000Z,45.027744,5.769265,127,640.00,22,0.100,5.960,929.8,6.378299,1.910774
2024-08-10T03:08:13.000Z,45.027760,5.769193,125,646.00,22,0.100,5.820,929.6,6.183684,1.764256
2024-08-10T03:08:14.000Z,45.027776,5.769122,123,652.00,22,0.080,5.820,929.2,6.138982,1.568994
2024-08-10T03:08:15.000Z,45.027805,5.769052,121,658.00,22,0.060,5.660,928.8,5.913744,1.311093
2024-08-10T03:08:16.000Z,45.027840,5.768995,120,664.00,22,0.040,5.760,928.4,5.959477,0.9894958
2024-08-10T03:08:17.000Z,45.027882,5.768940,119,670.00,22,0.020,5.820,927.6,5.947541,0.6875609
2024-08-10T03:08:18.000Z,45.027926,5.768888,119,677.00,22,0.020,5.920,927.0,5.987431,0.3868950
2024-08-10T03:08:19.000Z,45.027978,5.768843,117,683.00,22,0.000,5.960,926.4,5.979098,0.09618304
2024-08-10T03:08:20.000Z,45.028035,5.768800,116,690.00,22,0.000,6.080,926.2,6.033128,-0.1852867
2024-08-10T03:08:21.000Z,45.028093,5.768757,115,697.00,22,-0.020,6.740,925.0,6.638332,-0.4211852
2024-08-10T03:08:22.000Z,45.028157,5.768714,113,704.00,22,-0.040,7.260,924.0,7.105063,-0.6256455
2024-08-10T03:08:23.000Z,45.028214,5.768670,111,712.00,22,-0.060,7.660,923.2,7.431602,-0.9514811
2024-08-10T03:08:24.000Z,45.028266,5.768623,110,720.00,22,-0.100,7.660,922.4,7.352479,-1.309368
2024-08-10T03:08:25.000Z,45.028320,5.768573,109,726.00,22,-0.120,7.260,921.6,6.868907,-1.763817
2024-08-10T03:08:26.000Z,45.028371,5.768522,107,734.00,22,-0.140,7.000,921.2,6.540654,-2.221616
2024-08-10T03:08:27.000Z,45.028422,5.768465,105,741.00,22,-0.180,7.040,920.6,6.523921,-2.597196
2024-08-10T03:08:28.000Z,45.028477,5.768395,103,748.00,22,-0.200,7.200,920.4,6.619268,-2.920996
2024-08-10T03:08:29.000Z,45.028525,5.768324,102,756.00,22,-0.220,7.300,920.0,6.658483,-3.257649
2024-08-10T03:08:30.000Z,45.028573,5.768242,101,764.00,22,-0.260,7.400,919.6,6.700684,-3.585575
2024-08-10T03:08:31.000Z,45.028614,5.768150,100,772.00,22,-0.280,7.520,919.4,6.764287,-3.836507
2024-08-10T03:08:32.000Z,45.028650,5.768054,99,781.00,22,-0.300,7.660,919.2,6.868613,-4.057108
2024-08-10T03:08:33.000Z,45.028672,5.767952,99,789.00,22,-0.320,8.480,919.0,7.622874,-3.932998
2024-08-10T03:08:34.000Z,45.028691,5.767848,97,798.00,22,-0.340,8.480,918.6,7.582517,-4.200934
2024-08-10T03:08:35.000Z,45.028714,5.767747,94,806.00,22,-0.360,8.440,918.4,7.496387,-4.495106
2024-08-10T03:08:36.000Z,45.028730,5.767660,92,815.00,22,-0.400,8.120,918.0,7.164633,-4.946532
2024-08-10T03:08:37.000Z,45.028736,5.767598,92,822.00,22,-0.420,7.160,917.2,6.219626,-5.936011
