timestamp,position lat,position long,heart rate,distance,temperature,vertical speed,enhanced speed,enhanced altitude
2024-08-13T03:36:03.000Z,,,84,0.00,,,,
2024-08-13T03:36:04.000Z,45.207072,5.658818,86,,,,,
2024-08-13T03:36:05.000Z,,,87,,,,,
2024-08-13T03:36:06.000Z,45.207069,5.658817,90,,,,,
2024-08-13T03:36:07.000Z,45.207082,5.658797,91,,,,,
2024-08-13T03:36:08.000Z,45.207098,5.658777,92,,,,,
2024-08-13T03:36:09.000Z,,,92,,,,,
2024-08-13T03:36:10.000Z,45.207133,5.658722,93,,,,,
2024-08-13T03:36:11.000Z,45.207158,5.658693,94,14.00,31,0.000,2.260,217.2
2024-08-13T03:36:12.000Z,45.207178,5.658663,95,17.00,31,0.000,2.260,217.6
2024-08-13T03:36:13.000Z,45.207200,5.658636,96,21.00,31,0.000,2.980,217.6
2024-08-13T03:36:14.000Z,,,97,24.00,31,0.000,2.980,217.6
2024-08-13T03:36:15.000Z,45.207242,5.658573,97,31.00,31,0.000,3.080,217.6
2024-08-13T03:36:16.000Z,45.207264,5.658544,98,31.00,31,0.000,3.080,217.8
2024-08-13T03:36:17.000Z,45.207283,5.658513,98,34.00,31,0.000,2.780,217.8
2024-08-13T03:36:18.000Z,,,97,37.00,31,0.000,2.780,217.8
2024-08-13T03:36:19.000Z,45.207328,5.658462,97,44.00,31,0.000,3.080,218.0
2024-08-13T03:36:20.000Z,45.207357,5.658444,96,44.00,31,0.020,3.080,218.0
2024-08-13T03:36:21.000Z,45.207379,5.658422,95,47.00,31,0.020,3.140,218.0
2024-08-13T03:36:22.000Z,45.207405,5.658400,96,50.00,31,0.020,3.140,218.0
2024-08-13T03:36:23.000Z,45.207430,5.658380,96,54.00,31,0.020,3.140,218.2
2024-08-13T03:36:24.000Z,45.207462,5.658358,97,57.00,31,0.020,3.140,218.2
2024-08-13T03:36:25.000Z,,,97,61.00,31,0.020,3.180,218.2
2024-08-13T03:36:26.000Z,45.207523,5.658313,98,68.00,31,0.020,3.180,218.2
2024-08-13T03:36:27.000Z,45.207549,5.658290,99,68.00,31,0.020,3.240,218.2
2024-08-13T03:36:28.000Z,45.207578,5.658268,100,72.00,31,0.040,3.240,218.2
2024-08-13T03:36:29.000Z,45.207606,5.658243,101,75.00,31,0.040,3.400,218.2
2024-08-13T03:36:30.000Z,45.207642,5.658218,102,79.00,31,0.040,3.400,218.2
2024-08-13T03:36:31.000Z,45.207667,5.658203,103,84.00,31,0.040,3.540,218.4
2024-08-13T03:36:32.000Z,,,104,87.00,31,0.040,3.540,218.4
2024-08-13T03:36:33.000Z,45.207725,5.658158,104,94.00,31,0.040,3.600,218.4
2024-08-13T03:36:34.000Z,45.207760,5.658140,105,94.00,31,0.040,3.600,218.4
2024-08-13T03:36:35.000Z,45.207789,5.658118,106,98.00,31,0.040,3.660,218.6
2024-08-13T03:36:36.000Z,,,106,102.00,31,0.040,3.660,218.6
2024-08-13T03:36:37.000Z,45.207866,5.658080,106,111.00,31,0.040,4.060,218.4
2024-08-13T03:36:38.000Z,45.207907,5.658072,107,111.00,31,0.040,4.060,218.4
2024-08-13T03:36:39.000Z,45.207955,5.658068,107,115.00,31,0.040,4.160,218.4
2024-08-13T03:36:40.000Z,,,107,121.00,31,0.040,4.160,218.2
2024-08-13T03:36:41.000Z,45.208038,5.658087,108,130.00,31,0.040,4.420,218.2
2024-08-13T03:36:42.000Z,45.208080,5.658098,109,130.00,31,0.040,4.420,218.0
2024-08-13T03:36:43.000Z,45.208122,5.658102,110,135.00,31,0.040,4.520,218.0
2024-08-13T03:36:44.000Z,,,110,139.00,31,0.040,4.520,218.0
2024-08-13T03:36:45.000Z,45.208205,5.658105,110,149.00,31,0.020,4.640,218.2
2024-08-13T03:36:46.000Z,45.208250,5.658112,110,149.00,31,0.020,4.640,218.6
2024-08-13T03:36:47.000Z,45.208285,5.658134,110,154.00,31,0.020,4.640,218.8
2024-08-13T03:36:48.000Z,45.208317,5.658172,110,158.00,31,0.020,4.640,218.8
2024-08-13T03:36:49.000Z,45.208333,5.658226,109,163.00,31,0.000,4.680,218.8
2024-08-13T03:36:50.000Z,45.208333,5.658288,110,167.00,31,0.000,4.680,218.8
2024-08-13T03:36:51.000Z,45.208333,5.658353,109,172.00,31,0.000,4.680,218.6
2024-08-13T03:36:52.000Z,45.208330,5.658422,109,177.00,31,0.000,4.680,218.4
2024-08-13T03:36:53.000Z,45.208320,5.658497,108,183.00,31,0.000,4.740,218.4
2024-08-13T03:36:54.000Z,45.208314,5.658572,108,189.00,31,0.000,4.740,218.2
2024-08-13T03:36:55.000Z,45.208304,5.658650,108,195.00,31,0.000,5.660,217.8
2024-08-13T03:36:56.000Z,45.208301,5.658728,108,201.00,31,0.000,5.720,217.6
2024-08-13T03:36:57.000Z,45.208298,5.658808,108,207.00,31,0.000,5.960,217.6
2024-08-13T03:36:58.000Z,45.208291,5.658888,107,213.00,31,0.000,6.080,217.6
2024-08-13T03:36:59.000Z,45.208282,5.658966,107,220.00,31,0.000,6.180,217.6
2024-08-13T03:37:00.000Z,45.208269,5.659047,106,226.00,31,0.000,6.180,217.4
2024-08-13T03:37:01.000Z,45.208250,5.659124,105,232.00,31,0.000,5.920,217.2
2024-08-13T03:37:02.000Z,45.208234,5.659200,105,239.00,31,0.000,6.020,217.2
2024-08-13T03:37:03.000Z,45.208211,5.659276,104,245.00,31,0.000,6.120,217.0
2024-08-13T03:37:04.000Z,45.208192,5.659353,104,251.00,31,-0.020,6.180,217.0
2024-08-13T03:37:05.000Z,45.208170,5.659428,103,258.00,31,-0.020,6.220,217.2
2024-08-13T03:37:06.000Z,45.208144,5.659505,102,264.00,31,-0.020,6.280,217.2
2024-08-13T03:37:07.000Z,45.208115,5.659576,102,271.00,31,-0.040,6.280,217.2
2024-08-13T03:37:08.000Z,45.208086,5.659646,102,277.00,31,-0.040,6.320,217.4
2024-08-13T03:37:09.000Z,45.208064,5.659718,103,284.00,30,-0.040,6.320,217.4
2024-08-13T03:37:10.000Z,45.208042,5.659792,105,290.00,30,-0.040,6.320,217.4
2024-08-13T03:37:11.000Z,45.208026,5.659870,104,296.00,30,-0.040,6.320,217.2
2024-08-13T03:37:12.000Z,45.208022,5.659950,104,302.00,30,-0.020,6.320,217.2
2024-08-13T03:37:13.000Z,45.208026,5.660032,103,309.00,30,-0.020,6.320,217.0
2024-08-13T03:37:14.000Z,45.208038,5.660112,103,315.00,30,-0.020,6.320,217.0
2024-08-13T03:37:15.000Z,45.208058,5.660190,103,321.00,30,-0.020,6.320,217.0
2024-08-13T03:37:16.000Z,45.208083,5.660267,102,328.00,30,-0.020,6.320,217.4
2024-08-13T03:37:17.000Z,45.208112,5.660340,101,335.00,30,-0.020,6.320,217.4
